method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
SOM,0.5,0.30000000000000004,0.6071428571428571,0.782,0.6835664335664335,0.638,0.5268595041322314,0.51,0.5182926829268293,0.526,0.8677685950413223,0.6521739130434783,0.7582184517497349,0.8244514106583072
K-Means (Exclusive),0.5,0.30000000000000004,0.878968253968254,0.886,0.8824701195219123,0.882,0.48541666666666666,0.466,0.47551020408163264,0.486,0.5522573363431151,0.525959367945824,0.5388400055281706,0.5510204081632653
DBSCAN (Density),0.5,0.30000000000000004,0.5,0.004,0.007936507936507936,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,250.0,84.0,1.0
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.1694915254237288,0.16,0.1646090534979424,0.188,0.5,0.304,0.3781094527363184,0.5,2.95,1.9,2.2970149253731345,2.6595744680851063
GMM (Probabilistic),0.5,0.30000000000000004,0.8747553816046967,0.894,0.884272997032641,0.883,0.45916114790286977,0.416,0.43651626442812175,0.463,0.5249023413386275,0.465324384787472,0.4936442319203927,0.5243488108720272
SOM,0.5,0.4000000000000001,0.6079545454545454,0.856,0.7109634551495017,0.652,0.5272727272727272,0.58,0.5523809523809524,0.53,0.8672897196261682,0.677570093457944,0.7769470404984424,0.8128834355828221
K-Means (Exclusive),0.5,0.4000000000000001,0.8178137651821862,0.808,0.8128772635814889,0.814,0.4829059829059829,0.452,0.4669421487603306,0.484,0.5904840484048405,0.5594059405940593,0.5744313067670404,0.5945945945945946
DBSCAN (Density),0.5,0.4000000000000001,0.5,0.012,0.0234375,0.5,0.4994974874371859,0.994,0.6648829431438127,0.499,0.9989949748743718,82.83333333333333,28.36833890746934,0.998
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.210752688172043,0.196,0.20310880829015543,0.231,0.4415954415954416,0.31,0.36427732079905994,0.459,2.095325309611024,1.5816326530612244,1.7935082376076166,1.987012987012987
GMM (Probabilistic),0.5,0.4000000000000001,0.8092369477911646,0.806,0.8076152304609219,0.808,0.5066371681415929,0.458,0.4810924369747899,0.506,0.6260677660906037,0.5682382133995038,0.5956951018620847,0.6262376237623762
SOM,0.5,0.5000000000000001,0.4194260485651214,0.38,0.3987408184679958,0.427,0.4733606557377049,0.462,0.4676113360323887,0.474,1.1285914581535808,1.2157894736842105,1.1727200085233327,1.1100702576112411
K-Means (Exclusive),0.5,0.5000000000000001,0.7641129032258065,0.758,0.7610441767068273,0.762,0.5403377110694184,0.576,0.5575992255566312,0.543,0.7071438118481043,0.7598944591029023,0.7326765549530405,0.7125984251968505
DBSCAN (Density),0.5,0.5000000000000001,0.5555555555555556,0.01,0.019646365422396856,0.501,0.5,1.0,0.6666666666666666,0.5,0.8999999999999999,100.0,33.93333333333333,0.998003992015968
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.23195876288659795,0.18,0.20270270270270271,0.292,0.5143884892086331,0.572,0.5416666666666666,0.516,2.217585931254996,3.1777777777777776,2.672222222222222,1.767123287671233
GMM (Probabilistic),0.5,0.5000000000000001,0.7725321888412017,0.72,0.7453416149068323,0.754,0.5457685664939551,0.632,0.5857275254865616,0.553,0.7064670888505086,0.8777777777777778,0.7858510966944702,0.73342175066313
SOM,0.5,0.6000000000000001,0.5116772823779193,0.482,0.4963954685890834,0.511,0.5231910946196661,0.564,0.5428296438883542,0.525,1.0225020977836627,1.1701244813278007,1.093542705841477,1.0273972602739727
K-Means (Exclusive),0.5,0.6000000000000001,0.7387580299785867,0.69,0.7135470527404343,0.723,0.5235404896421846,0.556,0.539282250242483,0.525,0.7086765468489861,0.8057971014492755,0.7557767188180885,0.7261410788381744
DBSCAN (Density),0.5,0.6000000000000001,0.5882352941176471,0.02,0.03868471953578337,0.503,0.5,1.0,0.6666666666666666,0.5,0.85,50.0,17.23333333333333,0.9940357852882704
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.7742718446601942,0.638,0.6995614035087719,0.726,0.4053497942386831,0.394,0.3995943204868154,0.408,0.523523872182876,0.6175548589341693,0.5712069283447895,0.5619834710743802
GMM (Probabilistic),0.5,0.6000000000000001,0.7602739726027398,0.666,0.7100213219616205,0.728,0.506108202443281,0.58,0.5405405405405406,0.507,0.6656918698803516,0.8708708708708708,0.7613018423829235,0.6964285714285715
SOM,0.5,0.7000000000000002,0.36585365853658536,0.3,0.32967032967032966,0.39,0.513671875,0.526,0.5197628458498024,0.514,1.4040364583333333,1.7533333333333334,1.5766139657444005,1.317948717948718
K-Means (Exclusive),0.5,0.7000000000000002,0.6847389558232931,0.682,0.6833667334669339,0.684,0.5478424015009381,0.584,0.5653436592449177,0.551,0.800074826825417,0.8563049853372433,0.8272917476927094,0.8055555555555556
DBSCAN (Density),0.5,0.7000000000000002,0.3333333333333333,0.004,0.007905138339920948,0.498,0.500503524672709,0.994,0.6657736101808439,0.501,1.501510574018127,248.5,84.22036168787676,1.0060240963855422
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.7294117647058823,0.496,0.5904761904761905,0.656,0.40825688073394495,0.356,0.3803418803418803,0.42,0.5597070139094407,0.7177419354838709,0.6441273779983457,0.6402439024390243
GMM (Probabilistic),0.5,0.7000000000000002,0.6750972762645915,0.694,0.6844181459566075,0.68,0.540796963946869,0.57,0.555014605647517,0.543,0.8010652434256216,0.8213256484149856,0.8109291212198592,0.7985294117647059
SOM,0.5,0.8000000000000003,0.538135593220339,0.508,0.522633744855967,0.536,0.4942084942084942,0.512,0.5029469548133595,0.494,0.9183716900252333,1.0078740157480315,0.9623315749578454,0.9216417910447761
K-Means (Exclusive),0.5,0.8000000000000003,0.6701461377870563,0.642,0.6557711950970377,0.663,0.532803180914513,0.536,0.5343968095712861,0.533,0.7950552138880116,0.8348909657320872,0.8149135149069924,0.803921568627451
DBSCAN (Density),0.5,0.8000000000000003,0.3,0.006,0.011764705882352941,0.496,0.4984924623115578,0.992,0.6635451505016723,0.497,1.6616415410385261,165.33333333333334,56.401337792642146,1.002016129032258
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.71280276816609,0.412,0.5221799746514575,0.623,0.6678832116788321,0.366,0.4728682170542636,0.592,0.9369817872581674,0.8883495145631068,0.905565590426733,0.9502407704654895
GMM (Probabilistic),0.5,0.8000000000000003,0.673202614379085,0.618,0.6444212721584984,0.659,0.5541125541125541,0.512,0.5322245322245323,0.55,0.823099230866221,0.8284789644012945,0.8258953501671948,0.8345978755690441
SOM,1.0,0.2,0.6485013623978202,0.952,0.7714748784440842,0.718,0.4892367906066536,0.5,0.49455984174085066,0.489,0.7544113535825289,0.5252100840336135,0.6410576099876153,0.6810584958217271
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.998,0.998998998998999,0.999,1.0,0.998,0.998998998998999,0.999
DBSCAN (Density),1.0,0.2,0.0,0.0,0.0,0.498,0.500517063081696,0.968,0.6598500340831629,0.501,0.0,0.0,0.0,1.0060240963855422
Agglomerative (Hierarchical),1.0,0.2,0.9960159362549801,1.0,0.998003992015968,0.998,0.00796812749003984,0.008,0.007984031936127744,0.006,0.008,0.008,0.008,0.006012024048096192
GMM (Probabilistic),1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.0,0.30000000000000004,0.19484240687679083,0.136,0.160188457008245,0.287,0.5615866388308977,0.538,0.5495403472931563,0.559,2.882260837529166,3.9558823529411766,3.430586432734483,1.947735191637631
K-Means (Exclusive),1.0,0.30000000000000004,0.9859719438877755,0.984,0.984984984984985,0.985,0.5019455252918288,0.516,0.5088757396449705,0.502,0.509087026667932,0.524390243902439,0.5166329917737048,0.5096446700507614
DBSCAN (Density),1.0,0.30000000000000004,0.0,0.0,0.0,0.5,0.5,0.99,0.6644295302013423,0.5,0.0,0.0,0.0,1.0
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.988,0.988,0.988,0.988,0.5040160642570282,0.502,0.503006012024048,0.504,0.5101377168593403,0.5080971659919028,0.5091153967854737,0.5101214574898786
GMM (Probabilistic),1.0,0.30000000000000004,0.9859719438877755,0.984,0.984984984984985,0.985,0.4839319470699433,0.512,0.4975704567541302,0.483,0.4908171576989872,0.5203252032520326,0.505155372253431,0.4903553299492386
SOM,1.0,0.4000000000000001,0.28888888888888886,0.208,0.24186046511627907,0.348,0.5253863134657837,0.476,0.4994753410283316,0.523,1.8186449312277129,2.2884615384615383,2.0651384292517556,1.502873563218391
K-Means (Exclusive),1.0,0.4000000000000001,0.9563492063492064,0.964,0.9601593625498008,0.96,0.9616935483870968,0.954,0.9578313253012049,0.958,1.0055882746620264,0.9896265560165975,0.9975753636954456,0.9979166666666667
DBSCAN (Density),1.0,0.4000000000000001,0.0,0.0,0.0,0.496,0.5040404040404041,0.998,0.6697986577181209,0.508,0.0,0.0,0.0,1.0241935483870968
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.026859504132231406,0.026,0.026422764227642278,0.042,0.9416666666666667,0.904,0.9224489795918367,0.924,35.05897435897436,34.769230769230774,34.91114599686028,22.0
GMM (Probabilistic),1.0,0.4000000000000001,0.9490196078431372,0.968,0.9584158415841584,0.958,0.9603960396039604,0.97,0.9651741293532339,0.965,1.011987562392603,1.0020661157024793,1.0070515192631884,1.0073068893528183
SOM,1.0,0.5000000000000001,0.47058823529411764,0.4,0.43243243243243246,0.475,0.5344827586206896,0.558,0.5459882583170255,0.536,1.1357758620689655,1.395,1.2625978473581214,1.128421052631579
K-Means (Exclusive),1.0,0.5000000000000001,0.9074446680080482,0.902,0.9047141424272819,0.905,0.884,0.884,0.884,0.884,0.9741640798226164,0.9800443458980044,0.9771042128603104,0.9767955801104972
DBSCAN (Density),1.0,0.5000000000000001,0.4444444444444444,0.008,0.015717092337917484,0.499,0.5,1.0,0.6666666666666666,0.5,1.125,125.0,42.416666666666664,1.002004008016032
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.06192660550458716,0.054,0.057692307692307696,0.118,0.13559322033898305,0.112,0.12267250821467689,0.199,2.1895794099183927,2.074074074074074,2.126323475721066,1.6864406779661019
GMM (Probabilistic),1.0,0.5000000000000001,0.9090909090909091,0.9,0.9045226130653267,0.905,0.907070707070707,0.898,0.9025125628140703,0.903,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977900552486187
SOM,1.0,0.6000000000000001,0.3939393939393939,0.312,0.3482142857142857,0.416,0.4863731656184486,0.464,0.4749232343909928,0.487,1.2346395742622158,1.4871794871794872,1.363882109020287,1.1706730769230769
K-Means (Exclusive),1.0,0.6000000000000001,0.8830645161290323,0.876,0.8795180722891566,0.88,0.85,0.85,0.85,0.85,0.9625570776255707,0.9703196347031963,0.9664383561643836,0.9659090909090908
DBSCAN (Density),1.0,0.6000000000000001,0.5384615384615384,0.014,0.02729044834307992,0.501,0.5025125628140703,1.0,0.6688963210702341,0.505,0.9332376166547021,71.42857142857143,24.510272336359293,1.0079840319361277
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.9029345372460497,0.8,0.848356309650053,0.857,0.14596949891067537,0.134,0.1397288842544317,0.175,0.16166122004357297,0.1675,0.16470542231491136,0.20420070011668612
GMM (Probabilistic),1.0,0.6000000000000001,0.8822355289421158,0.884,0.8831168831168831,0.883,0.8767676767676768,0.868,0.8723618090452261,0.873,0.9938022761552173,0.9819004524886877,0.9878214602423884,0.9886749716874292
SOM,1.0,0.7000000000000002,0.5783633841886269,0.834,0.683046683046683,0.613,0.5260416666666666,0.606,0.5631970260223048,0.53,0.9095348721023181,0.7266187050359713,0.8245366532053168,0.8646003262642741
K-Means (Exclusive),1.0,0.7000000000000002,0.8710359408033826,0.824,0.8468653648509764,0.851,0.8052738336713996,0.794,0.7995971802618328,0.801,0.9245012702101263,0.9635922330097089,0.9441845344596641,0.9412455934195065
DBSCAN (Density),1.0,0.7000000000000002,0.4166666666666667,0.01,0.01953125,0.498,0.5,1.0,0.6666666666666666,0.5,1.2,100.0,34.13333333333333,1.0040160642570282
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.8714285714285714,0.732,0.7956521739130434,0.812,0.8696682464454977,0.734,0.7960954446854663,0.812,0.9979799549374563,1.0027322404371584,1.0005571162713511,1.0
GMM (Probabilistic),1.0,0.7000000000000002,0.8763796909492274,0.794,0.8331584470094439,0.841,0.8179871520342612,0.764,0.7900723888314375,0.797,0.933370730154963,0.9622166246851385,0.9482858772750125,0.9476813317479192
SOM,1.0,0.8000000000000003,0.5136363636363637,0.452,0.4808510638297872,0.512,0.5828970331588132,0.668,0.6225535880708295,0.595,1.1348437813711407,1.4778761061946903,1.294691090235796,1.162109375
K-Means (Exclusive),1.0,0.8000000000000003,0.8096192384769539,0.808,0.8088088088088088,0.809,0.24208566108007448,0.26,0.2507232401157184,0.223,0.29901174474989395,0.3217821782178218,0.30999073870742905,0.27564894932014833
DBSCAN (Density),1.0,0.8000000000000003,0.6666666666666666,0.008,0.015810276679841896,0.502,0.4984924623115578,0.992,0.6635451505016723,0.497,0.7477386934673368,124.0,41.969230769230776,0.9900398406374502
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.1277258566978193,0.082,0.09987819732034105,0.261,0.819047619047619,0.516,0.6331288343558282,0.701,6.4125435540069695,6.2926829268292686,6.339009426904085,2.6858237547892716
GMM (Probabilistic),1.0,0.8000000000000003,0.8133874239350912,0.802,0.8076535750251762,0.809,0.25301204819277107,0.294,0.2719703977798335,0.213,0.3110597001472223,0.36658354114713215,0.3367414027373749,0.2632880098887515
SOM,1.5,0.2,0.6622516556291391,1.0,0.796812749003984,0.745,0.4360086767895879,0.402,0.4183142559833507,0.441,0.6583731019522776,0.402,0.5249843912591051,0.5919463087248322
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.5079365079365079,0.832,0.6307808946171342,0.513,0.5079365079365079,0.832,0.6307808946171342,0.513
Agglomerative (Hierarchical),1.5,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.08264462809917356,0.04,0.05390835579514825,0.298,0.20588235294117646,0.126,0.15632754342431762,0.32,2.4911764705882353,3.15,2.899875930521092,1.0738255033557047
K-Means (Exclusive),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.30000000000000004,0.0,0.0,0.0,0.5,0.5083682008368201,0.972,0.6675824175824175,0.516,0.0,0.0,0.0,1.032
Agglomerative (Hierarchical),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.38085106382978723,0.358,0.36907216494845363,0.388,0.40948275862068967,0.38,0.3941908713692946,0.416,1.075178193026392,1.0614525139664805,1.0680590648832842,1.0721649484536082
K-Means (Exclusive),1.5,0.4000000000000001,0.9979919678714859,0.994,0.9959919839679359,0.996,0.9939879759519038,0.992,0.992992992992993,0.993,0.9959879517586481,0.9979879275653923,0.9969889406509125,0.9969879518072289
DBSCAN (Density),1.5,0.4000000000000001,0.0,0.0,0.0,0.5,0.501010101010101,0.992,0.6657718120805369,0.502,0.0,0.0,0.0,1.004
Agglomerative (Hierarchical),1.5,0.4000000000000001,0.00796812749003984,0.008,0.007984031936127744,0.006,0.004073319755600814,0.004,0.004036326942482341,0.013,0.5112016293279023,0.5,0.5055499495459133,2.1666666666666665
GMM (Probabilistic),1.5,0.4000000000000001,0.9979919678714859,0.994,0.9959919839679359,0.996,0.9959919839679359,0.994,0.994994994994995,0.995,0.9979959919839679,1.0,0.998998998998999,0.998995983935743
SOM,1.5,0.5000000000000001,0.5647058823529412,0.576,0.5702970297029702,0.566,0.6389380530973451,0.722,0.6779342723004694,0.657,1.131452802359882,1.2534722222222223,1.1887389149713095,1.1607773851590109
K-Means (Exclusive),1.5,0.5000000000000001,0.9878787878787879,0.978,0.9829145728643216,0.983,0.9780439121756487,0.98,0.9790209790209791,0.979,0.9900444509753499,1.0020449897750512,0.9960387261000758,0.9959308240081384
DBSCAN (Density),1.5,0.5000000000000001,0.0,0.0,0.0,0.499,0.49898785425101216,0.986,0.6626344086021505,0.498,0.0,0.0,0.0,0.9979959919839679
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.9703557312252964,0.982,0.9761431411530815,0.976,0.9497098646034816,0.982,0.9655850540806293,0.965,0.9787234042553192,1.0,0.9891838741396264,0.9887295081967213
GMM (Probabilistic),1.5,0.5000000000000001,0.9898373983739838,0.974,0.9818548387096774,0.982,0.9898373983739838,0.974,0.9818548387096774,0.982,1.0,1.0,1.0,1.0
SOM,1.5,0.6000000000000001,0.2180232558139535,0.15,0.17772511848341233,0.306,0.21241830065359477,0.13,0.16129032258064516,0.324,0.9742919389978213,0.8666666666666667,0.9075268817204301,1.0588235294117647
K-Means (Exclusive),1.5,0.6000000000000001,0.034623217922606926,0.034,0.034308779011099896,0.043,0.9354207436399217,0.956,0.9455984174085065,0.945,27.01715206630597,28.117647058823525,27.56141269564206,21.976744186046513
DBSCAN (Density),1.5,0.6000000000000001,0.5,0.002,0.00398406374501992,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,1.0050251256281406,500.0,167.89297658862876,1.01
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9609053497942387,0.934,0.947261663286004,0.948,0.9434782608695652,0.868,0.9041666666666667,0.908,0.98186388604413,0.9293361884368307,0.954505710206995,0.9578059071729959
GMM (Probabilistic),1.5,0.6000000000000001,0.026859504132231406,0.026,0.026422764227642278,0.042,0.9437984496124031,0.974,0.9586614173228346,0.958,35.138342277877165,37.46153846153846,36.281647486371895,22.809523809523807
SOM,1.5,0.7000000000000002,0.4180929095354523,0.342,0.37623762376237624,0.433,0.43080357142857145,0.386,0.40717299578059074,0.438,1.0304015246449458,1.1286549707602338,1.0822229624694648,1.0115473441108545
K-Means (Exclusive),1.5,0.7000000000000002,0.9547325102880658,0.928,0.9411764705882353,0.942,0.9505154639175257,0.922,0.9360406091370559,0.937,0.9955830074653395,0.9935344827586207,0.9945431472081219,0.9946921443736731
DBSCAN (Density),1.5,0.7000000000000002,0.8333333333333334,0.01,0.019762845849802372,0.504,0.5,1.0,0.6666666666666666,0.5,0.6,100.0,33.733333333333334,0.9920634920634921
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.9588744588744589,0.886,0.920997920997921,0.924,0.9327548806941431,0.86,0.894901144640999,0.899,0.9727601690309122,0.9706546275395034,0.9716646739781502,0.9729437229437229
