method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
DBSCAN (Density),0.0,0.6000000000000001,0.4166666666666667,0.01,0.01953125,0.498,0.5,1.0,0.6666666666666666,0.5,1.2,100.0,34.13333333333333,1.0040160642570282
Agglomerative (Hierarchical),0.0,0.6000000000000001,0.5125,0.328,0.4,0.508,0.5126705653021443,0.526,0.5192497532082923,0.513,1.0003328103456475,1.603658536585366,1.2981243830207305,1.0098425196850394
GMM (Probabilistic),0.0,0.6000000000000001,0.49673202614379086,0.456,0.4754953076120959,0.497,0.4799301919720768,0.55,0.5125815470643057,0.477,0.9661752548911546,1.206140350877193,1.0779949641111166,0.959758551307847
SOM,0.0,0.7000000000000002,0.5160493827160494,0.418,0.46187845303867403,0.513,0.46887966804979253,0.452,0.46028513238289204,0.47,0.9085945720582104,1.0813397129186604,0.9965503464270749,0.9161793372319688
K-Means (Exclusive),0.0,0.7000000000000002,0.5098814229249012,0.516,0.5129224652087475,0.51,0.4928131416837782,0.48,0.48632218844984804,0.493,0.9665249988061696,0.9302325581395349,0.9481397705049363,0.9666666666666667
DBSCAN (Density),0.0,0.7000000000000002,0.38461538461538464,0.01,0.01949317738791423,0.497,0.5,1.0,0.6666666666666666,0.5,1.2999999999999998,100.0,34.2,1.0060362173038229
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.49216300940438873,0.314,0.3833943833943834,0.495,0.49272349272349275,0.474,0.4831804281345566,0.493,1.0011388164254407,1.5095541401273884,1.260269970198095,0.9959595959595959
GMM (Probabilistic),0.0,0.7000000000000002,0.5089108910891089,0.514,0.5114427860696518,0.509,0.5021186440677966,0.474,0.4876543209876543,0.502,0.986653366748005,0.9221789883268482,0.9534875342268337,0.9862475442043221
SOM,0.0,0.8000000000000003,0.5119047619047619,0.43,0.4673913043478261,0.51,0.5265486725663717,0.476,0.5,0.524,1.028606709199424,1.1069767441860465,1.069767441860465,1.027450980392157
K-Means (Exclusive),0.0,0.8000000000000003,0.5142276422764228,0.506,0.5100806451612904,0.514,0.5,0.496,0.4979919678714859,0.5,0.9723320158102766,0.9802371541501976,0.9763004587520039,0.9727626459143969
DBSCAN (Density),0.0,0.8000000000000003,0.3,0.006,0.011764705882352941,0.496,0.5005025125628141,0.996,0.6662207357859532,0.501,1.6683417085427137,166.0,56.628762541806026,1.0100806451612903
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.5056179775280899,0.45,0.47619047619047616,0.505,0.5,0.292,0.3686868686868687,0.5,0.9888888888888888,0.6488888888888888,0.7742424242424243,0.9900990099009901
GMM (Probabilistic),0.0,0.8000000000000003,0.5093167701863354,0.492,0.5005086469989827,0.509,0.49404761904761907,0.498,0.4960159362549801,0.494,0.9700203252032521,1.0121951219512195,0.9910237100378972,0.9705304518664047
SOM,0.5,0.2,0.6635135135135135,0.982,0.7919354838709678,0.742,0.4620123203285421,0.45,0.45592705167173253,0.463,0.6963118473383323,0.45824847250509165,0.5757123666730635,0.623989218328841
K-Means (Exclusive),0.5,0.2,0.9603174603174603,0.968,0.9641434262948207,0.964,0.49706457925636005,0.508,0.5024727992087042,0.497,0.5176044379033171,0.5247933884297521,0.5211598041379536,0.5155601659751038
DBSCAN (Density),0.5,0.2,0.4,0.004,0.007920792079207921,0.499,0.4969818913480885,0.988,0.6613119143239625,0.494,1.2424547283702212,247.0,83.49062918340027,0.9899799599198397
Agglomerative (Hierarchical),0.5,0.2,0.031512605042016806,0.03,0.030737704918032786,0.054,0.5107913669064749,0.426,0.46455834242093785,0.509,16.209112709832137,14.200000000000001,15.11363140676118,9.425925925925926
GMM (Probabilistic),0.5,0.2,0.9603174603174603,0.968,0.9641434262948207,0.964,0.48031496062992124,0.488,0.48412698412698413,0.48,0.5001626862757858,0.5041322314049587,0.5021317066771612,0.4979253112033195
SOM,0.5,0.30000000000000004,0.648854961832061,0.85,0.7359307359307359,0.695,0.48582995951417,0.48,0.482897384305835,0.486,0.7487497023100739,0.5647058823529412,0.6561723280861641,0.6992805755395683
K-Means (Exclusive),0.5,0.30000000000000004,0.883629191321499,0.896,0.8897715988083416,0.889,0.5057915057915058,0.524,0.5147347740667977,0.506,0.5724024407060121,0.5848214285714286,0.5785021400505193,0.5691788526434196
DBSCAN (Density),0.5,0.30000000000000004,0.5384615384615384,0.014,0.02729044834307992,0.501,0.5,1.0,0.6666666666666666,0.5,0.9285714285714286,71.42857142857143,24.428571428571427,0.998003992015968
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.1559633027522936,0.17,0.16267942583732056,0.125,0.5292553191489362,0.398,0.454337899543379,0.522,3.3934605757196494,2.3411764705882354,2.7928417942519475,4.176
GMM (Probabilistic),0.5,0.30000000000000004,0.8803921568627451,0.898,0.8891089108910891,0.888,0.4943181818181818,0.522,0.5077821011673151,0.494,0.5614749949382466,0.5812917594654788,0.5711134990857331,0.5563063063063063
SOM,0.5,0.4000000000000001,0.23954372623574144,0.126,0.1651376146788991,0.363,0.4659400544959128,0.342,0.3944636678200692,0.475,1.9451148306734138,2.7142857142857144,2.388696655132641,1.3085399449035813
K-Means (Exclusive),0.5,0.4000000000000001,0.8243801652892562,0.798,0.8109756097560976,0.814,0.4900398406374502,0.492,0.49101796407185627,0.49,0.5944342929035737,0.6165413533834586,0.6054657602089054,0.601965601965602
DBSCAN (Density),0.5,0.4000000000000001,0.5714285714285714,0.024,0.046065259117082535,0.503,0.5,1.0,0.6666666666666666,0.5,0.875,41.666666666666664,14.472222222222221,0.9940357852882704
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.21595330739299612,0.222,0.21893491124260356,0.208,0.5313807531380753,0.508,0.5194274028629857,0.53,2.460627992008745,2.2882882882882885,2.3725197590228264,2.5480769230769234
GMM (Probabilistic),0.5,0.4000000000000001,0.8242677824267782,0.788,0.8057259713701431,0.81,0.4921259842519685,0.5,0.49603174603174605,0.492,0.597046244853911,0.6345177664974619,0.6156333091612279,0.6074074074074074
SOM,0.5,0.5000000000000001,0.3761467889908257,0.246,0.2974607013301088,0.419,0.5429292929292929,0.43,0.4799107142857143,0.534,1.4433973885193396,1.7479674796747968,1.6133583768873403,1.2744630071599046
K-Means (Exclusive),0.5,0.5000000000000001,0.2409090909090909,0.212,0.225531914893617,0.272,0.49696969696969695,0.492,0.49447236180904525,0.497,2.0628930817610063,2.3207547169811322,2.1924717929268986,1.8272058823529411
DBSCAN (Density),0.5,0.5000000000000001,0.4444444444444444,0.008,0.015717092337917484,0.499,0.5,1.0,0.6666666666666666,0.5,1.125,125.0,42.416666666666664,1.002004008016032
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.6974358974358974,0.544,0.6112359550561798,0.654,0.48443579766536965,0.498,0.4911242603550296,0.484,0.6945954451819639,0.9154411764705882,0.8034937347720154,0.7400611620795107
GMM (Probabilistic),0.5,0.5000000000000001,0.21464646464646464,0.17,0.18973214285714285,0.274,0.49292929292929294,0.488,0.4904522613065327,0.493,2.296470588235294,2.870588235294117,2.5849719184156075,1.7992700729927005
SOM,0.5,0.6000000000000001,0.46706586826347307,0.468,0.4675324675324675,0.467,0.45454545454545453,0.4,0.425531914893617,0.46,0.9731934731934732,0.8547008547008547,0.9101654846335697,0.9850107066381156
K-Means (Exclusive),0.5,0.6000000000000001,0.765625,0.686,0.7236286919831224,0.738,0.5462012320328542,0.532,0.5390070921985816,0.545,0.7134056908184219,0.7755102040816326,0.7448669437379815,0.7384823848238483
DBSCAN (Density),0.5,0.6000000000000001,0.5714285714285714,0.016,0.0311284046692607,0.502,0.5,1.0,0.6666666666666666,0.5,0.875,62.5,21.416666666666664,0.9960159362549801
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.7473118279569892,0.556,0.6376146788990825,0.684,0.6323529411764706,0.516,0.5682819383259912,0.608,0.8461701227253491,0.9280575539568344,0.8912623205400437,0.8888888888888888
GMM (Probabilistic),0.5,0.6000000000000001,0.7831325301204819,0.65,0.7103825136612022,0.735,0.5481798715203426,0.512,0.5294725956566702,0.545,0.699983528249053,0.7876923076923077,0.7453345000397741,0.7414965986394558
SOM,0.5,0.7000000000000002,0.5152941176470588,0.438,0.4735135135135135,0.513,0.4289405684754522,0.332,0.3742953776775648,0.445,0.8324189114249644,0.7579908675799087,0.7904639825382362,0.8674463937621832
K-Means (Exclusive),0.5,0.7000000000000002,0.7104722792607803,0.692,0.7011144883485309,0.705,0.6738197424892703,0.628,0.650103519668737,0.662,0.9484110248331638,0.9075144508670521,0.927243025885901,0.9390070921985817
DBSCAN (Density),0.5,0.7000000000000002,0.7142857142857143,0.02,0.038910505836575876,0.506,0.5,1.0,0.6666666666666666,0.5,0.7,50.0,17.133333333333333,0.9881422924901185
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.32047477744807124,0.216,0.25806451612903225,0.379,0.6,0.294,0.3946308724832215,0.549,1.872222222222222,1.3611111111111112,1.5291946308724833,1.4485488126649078
GMM (Probabilistic),0.5,0.7000000000000002,0.7081632653061225,0.694,0.701010101010101,0.704,0.655421686746988,0.544,0.594535519125683,0.629,0.9255234193257178,0.7838616714697407,0.8481126281475883,0.8934659090909092
SOM,0.5,0.8000000000000003,0.5115303983228512,0.488,0.49948822927328557,0.511,0.4519906323185012,0.386,0.41639697950377563,0.459,0.8836046377701846,0.7909836065573771,0.8336472315065344,0.898238747553816
K-Means (Exclusive),0.5,0.8000000000000003,0.5424528301886793,0.46,0.49783549783549785,0.536,0.636734693877551,0.624,0.6303030303030303,0.634,1.1738065661047026,1.3565217391304347,1.266086956521739,1.1828358208955223
DBSCAN (Density),0.5,0.8000000000000003,0.42857142857142855,0.012,0.023346303501945526,0.498,0.4994974874371859,0.994,0.6648829431438127,0.499,1.1654941373534338,82.83333333333333,28.479152731326643,1.002008032128514
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.29846153846153844,0.194,0.23515151515151514,0.369,0.40310077519379844,0.416,0.4094488188976378,0.4,1.350595380803964,2.1443298969072164,1.741212760776037,1.0840108401084012
GMM (Probabilistic),0.5,0.8000000000000003,0.5491803278688525,0.402,0.46420323325635104,0.536,0.6724890829694323,0.616,0.6430062630480167,0.658,1.2245323600338915,1.5323383084577114,1.385182646267618,1.2276119402985075
SOM,1.0,0.2,0.0,0.0,0.0,0.206,0.45397489539748953,0.434,0.4437627811860941,0.456,0.0,0.0,0.0,2.213592233009709
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,0.5072164948453608,0.492,0.49949238578680205,0.507,0.5072164948453608,0.492,0.49949238578680205,0.507
DBSCAN (Density),1.0,0.2,0.0,0.0,0.0,0.499,0.5036194415718718,0.974,0.6639400136332652,0.507,0.0,0.0,0.0,1.0160320641282565
Agglomerative (Hierarchical),1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.84,0.9130434782608695,0.92,1.0,0.84,0.9130434782608695,0.92
GMM (Probabilistic),1.0,0.2,1.0,1.0,1.0,1.0,0.5427974947807933,0.52,0.5311542390194075,0.541,0.5427974947807933,0.52,0.5311542390194075,0.541
SOM,1.0,0.30000000000000004,0.46311475409836067,0.452,0.4574898785425101,0.464,0.4469135802469136,0.362,0.4,0.457,0.9650169343384682,0.8008849557522123,0.8743362831858408,0.9849137931034483
K-Means (Exclusive),1.0,0.30000000000000004,0.9881188118811881,0.998,0.9930348258706467,0.993,0.9784313725490196,0.998,0.9881188118811881,0.988,0.9901960784313725,1.0,0.995049504950495,0.9949647532729103
DBSCAN (Density),1.0,0.30000000000000004,0.0,0.0,0.0,0.499,0.4959677419354839,0.984,0.6595174262734584,0.492,0.0,0.0,0.0,0.9859719438877755
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.974609375,0.998,0.9861660079051383,0.986,0.18383838383838383,0.182,0.1829145728643216,0.187,0.18862776057164835,0.18236472945891782,0.1854805087562059,0.1896551724137931
GMM (Probabilistic),1.0,0.30000000000000004,0.9881188118811881,0.998,0.9930348258706467,0.993,0.9881188118811881,0.998,0.9930348258706467,0.993,1.0,1.0,1.0,1.0
SOM,1.0,0.4000000000000001,0.6602870813397129,0.828,0.7346938775510204,0.701,0.5399239543726235,0.568,0.5536062378167641,0.542,0.8177109164049153,0.6859903381642511,0.7535196014728177,0.7731811697574894
K-Means (Exclusive),1.0,0.4000000000000001,0.9500998003992016,0.952,0.951048951048951,0.951,0.944,0.944,0.944,0.944,0.993579831932773,0.9915966386554622,0.9925882352941175,0.9926393270241851
DBSCAN (Density),1.0,0.4000000000000001,0.5,0.004,0.007936507936507936,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,250.0,84.0,1.0
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.9573170731707317,0.942,0.9495967741935484,0.95,0.12571428571428572,0.132,0.12878048780487805,0.107,0.131319381255687,0.14012738853503187,0.1356159701724406,0.11263157894736843
GMM (Probabilistic),1.0,0.4000000000000001,0.9461077844311377,0.948,0.9470529470529471,0.947,0.9500998003992016,0.952,0.951048951048951,0.951,1.0042194092827004,1.0042194092827004,1.0042194092827004,1.0042238648363253
SOM,1.0,0.5000000000000001,0.17154811715481172,0.082,0.11096075778078485,0.343,0.38221153846153844,0.318,0.3471615720524017,0.402,2.2280136022514068,3.8780487804878048,3.1286878261795716,1.1720116618075802
K-Means (Exclusive),1.0,0.5000000000000001,0.9317269076305221,0.928,0.9298597194388778,0.93,0.9111111111111111,0.902,0.9065326633165829,0.907,0.9778735632183907,0.9719827586206896,0.974913359902963,0.975268817204301
DBSCAN (Density),1.0,0.5000000000000001,0.5,0.004,0.007936507936507936,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,250.0,84.0,1.0
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.9261477045908184,0.928,0.9270729270729271,0.927,0.8353413654618473,0.832,0.8336673346693386,0.834,0.9019526381387618,0.8965517241379309,0.8992467694008707,0.8996763754045307
GMM (Probabilistic),1.0,0.5000000000000001,0.9333333333333333,0.924,0.928643216080402,0.929,0.9310344827586207,0.918,0.9244712990936556,0.925,0.9975369458128078,0.9935064935064934,0.9955075136344018,0.9956942949407965
SOM,1.0,0.6000000000000001,0.6276223776223776,0.718,0.6697761194029851,0.646,0.5188284518828452,0.496,0.5071574642126789,0.518,0.8266570319693244,0.6908077994428969,0.7572044591030527,0.8018575851393189
K-Means (Exclusive),1.0,0.6000000000000001,0.8797595190380761,0.878,0.8788788788788788,0.879,0.8591836734693877,0.842,0.8505050505050505,0.852,0.9766119659708986,0.9589977220956719,0.9677158832056327,0.9692832764505119
DBSCAN (Density),1.0,0.6000000000000001,0.3333333333333333,0.004,0.007905138339920948,0.498,0.5,1.0,0.6666666666666666,0.5,1.5,250.0,84.33333333333333,1.0040160642570282
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.9065420560747663,0.776,0.8362068965517241,0.848,0.7698744769874477,0.736,0.7525562372188139,0.758,0.8492429797696588,0.9484536082474226,0.8999641599730146,0.8938679245283019
GMM (Probabilistic),1.0,0.6000000000000001,0.8846153846153846,0.874,0.8792756539235412,0.88,0.8806584362139918,0.856,0.8681541582150102,0.87,0.9955269278940777,0.9794050343249427,0.9873515254756523,0.9886363636363636
SOM,1.0,0.7000000000000002,0.4910891089108911,0.496,0.4935323383084577,0.491,0.4641509433962264,0.492,0.47766990291262135,0.462,0.9451460742544127,0.9919354838709677,0.967859379893517,0.9409368635437882
K-Means (Exclusive),1.0,0.7000000000000002,0.8326923076923077,0.866,0.8490196078431372,0.846,0.7996289424860853,0.862,0.8296438883541867,0.823,0.9602934182280931,0.9953810623556582,0.9771787137659012,0.9728132387706856
DBSCAN (Density),1.0,0.7000000000000002,0.6666666666666666,0.008,0.015810276679841896,0.502,0.4984924623115578,0.992,0.6635451505016723,0.497,0.7477386934673368,124.0,41.969230769230776,0.9900398406374502
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.1267605633802817,0.108,0.11663066954643629,0.182,0.7407407407407407,0.76,0.7502467917077986,0.747,5.843621399176954,7.037037037037037,6.432671565939088,4.104395604395605
GMM (Probabilistic),1.0,0.7000000000000002,0.8139963167587477,0.884,0.8475551294343241,0.841,0.7867383512544803,0.878,0.8298676748582231,0.82,0.9665134043691919,0.9932126696832579,0.9791312046121342,0.9750297265160522
SOM,1.0,0.8000000000000003,0.40625,0.338,0.36899563318777295,0.422,0.41927710843373495,0.348,0.380327868852459,0.433,1.0320667284522707,1.029585798816568,1.0307110291977883,1.0260663507109005
K-Means (Exclusive),1.0,0.8000000000000003,0.8438818565400844,0.8,0.8213552361396304,0.826,0.798728813559322,0.754,0.7757201646090535,0.782,0.9464936440677966,0.9425,0.9444393004115227,0.9467312348668282
DBSCAN (Density),1.0,0.8000000000000003,0.5,0.014,0.027237354085603113,0.5,0.4994974874371859,0.994,0.6648829431438127,0.499,0.9989949748743718,71.0,24.41070234113712,0.998
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.8725490196078431,0.712,0.7841409691629956,0.804,0.7153558052434457,0.764,0.7388781431334622,0.73,0.8198459790430501,1.0730337078651686,0.9422771825353704,0.907960199004975
GMM (Probabilistic),1.0,0.8000000000000003,0.8603104212860311,0.776,0.8159831756046267,0.825,0.8366890380313199,0.748,0.7898627243928195,0.801,0.9725431859590857,0.9639175257731959,0.9679889831154269,0.970909090909091
SOM,1.5,0.2,0.0,0.0,0.0,0.213,0.1927710843373494,0.128,0.15384615384615385,0.296,0.0,0.0,0.0,1.3896713615023475
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.5538990825688074,0.966,0.7040816326530612,0.594,0.5538990825688074,0.966,0.7040816326530612,0.594
Agglomerative (Hierarchical),1.5,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.0,0.0,0.0,0.273,0.260989010989011,0.19,0.2199074074074074,0.326,0.0,0.0,0.0,1.1941391941391941
K-Means (Exclusive),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,0.5031185031185031,0.968,0.6621067031463749,0.506,0.5031185031185031,0.968,0.6621067031463749,0.506
Agglomerative (Hierarchical),1.5,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.06734006734006734,0.04,0.050188205771643665,0.243,0.44893617021276594,0.422,0.4350515463917526,0.452,6.666702127659574,10.549999999999999,8.66840206185567,1.8600823045267492
K-Means (Exclusive),1.5,0.4000000000000001,1.0,0.996,0.9979959919839679,0.998,0.9959839357429718,0.992,0.9939879759519038,0.994,0.9959839357429718,0.9959839357429718,0.9959839357429718,0.9959919839679359
DBSCAN (Density),1.5,0.4000000000000001,0.0,0.0,0.0,0.499,0.4959266802443992,0.974,0.6572199730094467,0.492,0.0,0.0,0.0,0.9859719438877755
Agglomerative (Hierarchical),1.5,0.4000000000000001,0.0020325203252032522,0.002,0.0020161290322580645,0.01,0.010040160642570281,0.01,0.01002004008016032,0.012,4.939759036144578,5.0,4.969939879759519,1.2
GMM (Probabilistic),1.5,0.4000000000000001,1.0,0.996,0.9979959919839679,0.998,0.998,0.998,0.998,0.998,0.998,1.002008032128514,1.000004016064257,1.0
SOM,1.5,0.5000000000000001,0.5241779497098646,0.542,0.5329400196656834,0.525,0.29301075268817206,0.218,0.25,0.346,0.5589909931357377,0.4022140221402214,0.4690959409594096,0.659047619047619
K-Means (Exclusive),1.5,0.5000000000000001,0.9724409448818898,0.988,0.9801587301587301,0.98,0.9647749510763209,0.986,0.9752720079129574,0.975,0.992116751309253,0.9979757085020243,0.9950143562512764,0.9948979591836735
DBSCAN (Density),1.5,0.5000000000000001,0.42857142857142855,0.006,0.011834319526627219,0.499,0.5010141987829615,0.988,0.6648721399730821,0.502,1.1690331304935768,164.66666666666666,56.18169582772544,1.006012024048096
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.0,0.0,0.0,0.045,0.01875,0.018,0.018367346938775512,0.038,0.0,0.0,0.0,0.8444444444444444
GMM (Probabilistic),1.5,0.5000000000000001,0.9686888454011742,0.99,0.9792284866468842,0.979,0.9668615984405458,0.992,0.9792694965449161,0.979,0.9981136905113512,1.002020202020202,1.00004187980496,1.0
SOM,1.5,0.6000000000000001,0.10996563573883161,0.064,0.08091024020227561,0.273,0.501187648456057,0.422,0.4581976112920738,0.501,4.557675178147268,6.59375,5.663036102062974,1.835164835164835
K-Means (Exclusive),1.5,0.6000000000000001,0.9833679833679834,0.946,0.9643221202854231,0.965,0.9752577319587629,0.946,0.9604060913705583,0.961,0.9917525773195877,1.0,0.9959390862944162,0.9958549222797928
DBSCAN (Density),1.5,0.6000000000000001,0.0,0.0,0.0,0.497,0.49748743718592964,0.99,0.6622073578595318,0.495,0.0,0.0,0.0,0.9959758551307847
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9771309771309772,0.94,0.9582059123343527,0.959,0.07581967213114754,0.074,0.07489878542510121,0.086,0.07759417509591908,0.07872340425531915,0.07816564734257903,0.08967674661105318
GMM (Probabilistic),1.5,0.6000000000000001,0.9833679833679834,0.946,0.9643221202854231,0.965,0.9814432989690721,0.952,0.966497461928934,0.967,0.9980427627994158,1.0063424947145878,1.00225582468529,1.0020725388601037
SOM,1.5,0.7000000000000002,0.25513196480938416,0.174,0.20689655172413793,0.333,0.551789077212806,0.586,0.5683802133850631,0.555,2.1627594865467454,3.367816091954023,2.7471710313611384,1.6666666666666667
K-Means (Exclusive),1.5,0.7000000000000002,0.9437751004016064,0.94,0.9418837675350702,0.942,0.926829268292683,0.912,0.9193548387096774,0.92,0.9820446289569279,0.9702127659574469,0.9760809883321894,0.9766454352441615
DBSCAN (Density),1.5,0.7000000000000002,0.6666666666666666,0.004,0.007952286282306162,0.501,0.49748743718592964,0.99,0.6622073578595318,0.495,0.7462311557788945,247.5,83.27257525083613,0.9880239520958084
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.054279749478079335,0.052,0.05311542390194075,0.073,0.9278846153846154,0.772,0.8427947598253275,0.856,17.094489644970412,14.846153846153847,15.8672321128653,11.726027397260275
GMM (Probabilistic),1.5,0.7000000000000002,0.9330708661417323,0.948,0.9404761904761905,0.94,0.9437751004016064,0.94,0.9418837675350702,0.942,1.0114720485316795,0.9915611814345991,1.0014966642145051,1.0021276595744681
