method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
GMM (Probabilistic),0.0,0.5000000000000001,0.4981481481481482,0.538,0.5173076923076924,0.498,0.5034843205574913,0.578,0.5381750465549349,0.504,1.0107120189629935,1.074349442379182,1.0403383799574948,1.0120481927710843
SOM,0.0,0.6000000000000001,0.5022421524663677,0.448,0.47357293868921774,0.502,0.4928131416837782,0.48,0.48632218844984804,0.493,0.9812261660310941,1.0714285714285714,1.0269214068606167,0.9820717131474104
K-Means (Exclusive),0.0,0.6000000000000001,0.488272921108742,0.458,0.4726522187822497,0.489,0.5029585798816568,0.51,0.506454816285998,0.503,1.030076742203044,1.1135371179039302,1.0715168493037819,1.0286298568507157
DBSCAN (Density),0.0,0.6000000000000001,0.38461538461538464,0.01,0.01949317738791423,0.497,0.4994974874371859,0.994,0.6648829431438127,0.499,1.2986934673366832,99.39999999999999,34.108494983277595,1.0040241448692153
Agglomerative (Hierarchical),0.0,0.6000000000000001,0.49786324786324787,0.466,0.48140495867768596,0.498,0.4865979381443299,0.472,0.47918781725888326,0.487,0.9773726826246626,1.0128755364806865,0.9953944358510708,0.9779116465863453
GMM (Probabilistic),0.0,0.6000000000000001,0.477751756440281,0.408,0.4401294498381877,0.481,0.5105973025048169,0.53,0.5201177625122669,0.511,1.0687502361252788,1.2990196078431373,1.1817381515903713,1.0623700623700625
SOM,0.0,0.7000000000000002,0.4896421845574388,0.52,0.504364694471387,0.489,0.4904051172707889,0.46,0.47471620227038186,0.491,1.001558143349188,0.8846153846153846,0.9412161625783918,1.0040899795501022
K-Means (Exclusive),0.0,0.7000000000000002,0.5087378640776699,0.524,0.516256157635468,0.509,0.5064220183486239,0.552,0.5282296650717704,0.507,0.9954478604944326,1.0534351145038168,1.0231929581065782,0.9960707269155207
DBSCAN (Density),0.0,0.7000000000000002,0.4666666666666667,0.014,0.027184466019417475,0.499,0.5,1.0,0.6666666666666666,0.5,1.0714285714285714,71.42857142857143,24.523809523809522,1.002004008016032
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.49476439790575916,0.378,0.42857142857142855,0.496,0.5389221556886228,0.36,0.4316546762589928,0.526,1.0892500712859996,0.9523809523809523,1.0071942446043165,1.060483870967742
GMM (Probabilistic),0.0,0.7000000000000002,0.5074349442379182,0.546,0.5260115606936416,0.508,0.49825783972125437,0.572,0.5325884543761639,0.498,0.9819147171063547,1.0476190476190474,1.0125033253524873,0.9803149606299213
SOM,0.0,0.8000000000000003,0.5030549898167006,0.494,0.49848637739656915,0.503,0.5188284518828452,0.496,0.5071574642126789,0.518,1.0313553436213643,1.0040485829959513,1.0173948320541797,1.0298210735586482
K-Means (Exclusive),0.0,0.8000000000000003,0.49193548387096775,0.488,0.4899598393574297,0.492,0.5,0.486,0.49290060851926976,0.5,1.0163934426229508,0.9959016393442623,1.006002061649985,1.016260162601626
DBSCAN (Density),0.0,0.8000000000000003,0.625,0.02,0.03875968992248062,0.504,0.5015075376884423,0.998,0.6675585284280936,0.503,0.8024120603015076,49.9,17.223010033444815,0.998015873015873
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.47869674185463656,0.382,0.42491657397107896,0.483,0.4874551971326165,0.272,0.3491655969191271,0.493,1.018296458931487,0.712041884816754,0.821727412644752,1.020703933747412
GMM (Probabilistic),0.0,0.8000000000000003,0.49498997995991983,0.494,0.4944944944944945,0.495,0.5022321428571429,0.45,0.47468354430379744,0.502,1.014630928282244,0.9109311740890689,0.9599369651001896,1.0141414141414142
SOM,0.5,0.2,0.3780487804878049,0.248,0.2995169082125604,0.42,0.48902195608782434,0.49,0.48951048951048953,0.489,1.2935419483613417,1.9758064516129032,1.634333408526957,1.1642857142857144
K-Means (Exclusive),0.5,0.2,0.9619238476953907,0.96,0.960960960960961,0.961,0.45770065075921906,0.422,0.43912591050988553,0.461,0.47581796818510486,0.4395833333333333,0.45696540062434965,0.47970863683662857
DBSCAN (Density),0.5,0.2,0.5,0.008,0.015748031496062992,0.5,0.5030181086519114,1.0,0.6693440428380187,0.506,1.0060362173038229,125.0,42.50334672021419,1.012
Agglomerative (Hierarchical),0.5,0.2,0.049019607843137254,0.05,0.04950495049504951,0.04,0.45483870967741935,0.282,0.34814814814814815,0.472,9.278709677419355,5.639999999999999,7.032592592592592,11.799999999999999
GMM (Probabilistic),0.5,0.2,0.9619238476953907,0.96,0.960960960960961,0.961,0.4096109839816934,0.358,0.3820704375667022,0.421,0.42582475209763543,0.3729166666666667,0.3975920490928495,0.4380853277835588
SOM,0.5,0.30000000000000004,0.5930807248764415,0.72,0.6504065040650406,0.613,0.4116022099447514,0.298,0.345707656612529,0.436,0.6940070595457336,0.41388888888888886,0.5315255220417634,0.7112561174551387
K-Means (Exclusive),0.5,0.30000000000000004,0.9096385542168675,0.906,0.9078156312625251,0.908,0.49906191369606,0.532,0.5150048402710552,0.499,0.5486376004870593,0.58719646799117,0.5673011375171226,0.5495594713656388
DBSCAN (Density),0.5,0.30000000000000004,0.5,0.008,0.015748031496062992,0.5,0.4969818913480885,0.988,0.6613119143239625,0.494,0.993963782696177,123.5,41.99330655957162,0.988
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.906183368869936,0.85,0.8771929824561403,0.881,0.5140664961636828,0.402,0.4511784511784512,0.511,0.5672874981194523,0.47294117647058825,0.5143434343434343,0.5800227014755959
GMM (Probabilistic),0.5,0.30000000000000004,0.9166666666666666,0.902,0.9092741935483871,0.91,0.49280575539568344,0.548,0.5189393939393939,0.492,0.5376062786134729,0.6075388026607539,0.5707182691661628,0.5406593406593406
SOM,0.5,0.4000000000000001,0.4041994750656168,0.308,0.3496027241770715,0.427,0.5102040816326531,0.5,0.5050505050505051,0.51,1.262258150013252,1.6233766233766234,1.4446412173684902,1.1943793911007026
K-Means (Exclusive),0.5,0.4000000000000001,0.811088295687885,0.79,0.8004052684903749,0.803,0.5108055009823183,0.52,0.5153617443012884,0.511,0.6297779214642759,0.6582278481012658,0.6438760020574326,0.6363636363636364
DBSCAN (Density),0.5,0.4000000000000001,0.38461538461538464,0.01,0.01949317738791423,0.497,0.5,1.0,0.6666666666666666,0.5,1.2999999999999998,100.0,34.2,1.0060362173038229
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.12380952380952381,0.078,0.09570552147239264,0.263,0.48936170212765956,0.368,0.4200913242009132,0.492,3.9525368248772503,4.717948717948718,4.389415759278773,1.8707224334600758
GMM (Probabilistic),0.5,0.4000000000000001,0.820675105485232,0.778,0.7987679671457906,0.804,0.5311909262759924,0.562,0.5461613216715258,0.533,0.6472609230201039,0.7223650385604113,0.6837546623496993,0.6629353233830846
SOM,0.5,0.5000000000000001,0.4696261682242991,0.402,0.4331896551724138,0.474,0.45286885245901637,0.442,0.4473684210526316,0.454,0.9643177554848706,1.099502487562189,1.0327310814349306,0.9578059071729959
K-Means (Exclusive),0.5,0.5000000000000001,0.7622080679405521,0.718,0.7394438722966015,0.747,0.49101796407185627,0.492,0.4915084915084915,0.491,0.6442046269577836,0.6852367688022284,0.6647002023046591,0.6572958500669344
DBSCAN (Density),0.5,0.5000000000000001,0.6,0.024,0.046153846153846156,0.504,0.5040322580645161,1.0,0.6702412868632708,0.508,0.8400537634408602,41.666666666666664,14.5218945487042,1.007936507936508
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.7879656160458453,0.55,0.6478209658421673,0.701,0.4842105263157895,0.276,0.35159235668789807,0.491,0.6145071770334929,0.5018181818181818,0.5427307469600462,0.7004279600570614
GMM (Probabilistic),0.5,0.5000000000000001,0.7662921348314606,0.682,0.7216931216931217,0.737,0.4816326530612245,0.472,0.4767676767676768,0.482,0.6285235501825364,0.6920821114369501,0.6606238336443615,0.6540027137042063
SOM,0.5,0.6000000000000001,0.5092592592592593,0.44,0.4721030042918455,0.508,0.5031446540880503,0.48,0.49129989764585463,0.503,0.9879931389365351,1.0909090909090908,1.0406625104680376,0.9901574803149606
K-Means (Exclusive),0.5,0.6000000000000001,0.7195876288659794,0.698,0.7086294416243655,0.713,0.5354969574036511,0.528,0.5317220543806647,0.535,0.7441719895151025,0.7564469914040115,0.7503527558237173,0.7503506311360449
DBSCAN (Density),0.5,0.6000000000000001,0.375,0.012,0.023255813953488372,0.496,0.5,1.0,0.6666666666666666,0.5,1.3333333333333333,83.33333333333333,28.666666666666664,1.0080645161290323
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.7684887459807074,0.478,0.5893958076448829,0.667,0.4666666666666667,0.364,0.40898876404494383,0.474,0.6072524407252441,0.7615062761506276,0.6939118988293922,0.7106446776611693
GMM (Probabilistic),0.5,0.6000000000000001,0.7306034482758621,0.678,0.7033195020746889,0.714,0.5650406504065041,0.556,0.5604838709677419,0.564,0.7733889728277814,0.8200589970501475,0.7969121705205061,0.7899159663865546
SOM,0.5,0.7000000000000002,0.502092050209205,0.48,0.49079754601226994,0.502,0.5046382189239332,0.544,0.5235803657362849,0.505,1.0050711193568338,1.1333333333333335,1.0667949951876805,1.0059760956175299
K-Means (Exclusive),0.5,0.7000000000000002,0.6948453608247422,0.674,0.6842639593908629,0.689,0.5828571428571429,0.612,0.5970731707317073,0.587,0.8388300127172531,0.9080118694362017,0.872577259897228,0.8519593613933236
DBSCAN (Density),0.5,0.7000000000000002,0.5714285714285714,0.016,0.0311284046692607,0.502,0.5,1.0,0.6666666666666666,0.5,0.875,62.5,21.416666666666664,0.9960159362549801
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.3184855233853007,0.286,0.3013698630136986,0.337,0.49144254278728605,0.402,0.44224422442244227,0.493,1.5430608511293107,1.4055944055944058,1.4674467446744677,1.4629080118694362
GMM (Probabilistic),0.5,0.7000000000000002,0.7004310344827587,0.65,0.6742738589211619,0.686,0.5630712979890311,0.616,0.5883476599808978,0.569,0.8038925608212628,0.9476923076923076,0.8725648372639776,0.8294460641399416
SOM,0.5,0.8000000000000003,0.5209205020920502,0.498,0.50920245398773,0.52,0.4918032786885246,0.48,0.48582995951417,0.492,0.9441042859964448,0.963855421686747,0.9540998000097557,0.9461538461538461
K-Means (Exclusive),0.5,0.8000000000000003,0.634765625,0.65,0.642292490118577,0.638,0.6074950690335306,0.616,0.6117179741807348,0.609,0.9570383856774389,0.9476923076923076,0.952397830570621,0.9545454545454545
DBSCAN (Density),0.5,0.8000000000000003,0.46153846153846156,0.012,0.023391812865497075,0.499,0.5005025125628141,0.996,0.6662207357859532,0.501,1.0844221105527638,83.0,28.480936454849502,1.0040080160320641
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.5948905109489051,0.652,0.6221374045801527,0.604,0.6121593291404612,0.584,0.5977482088024565,0.607,1.0290285655489961,0.8957055214723926,0.9607977343941325,1.0049668874172186
GMM (Probabilistic),0.5,0.8000000000000003,0.6298449612403101,0.65,0.639763779527559,0.634,0.597678916827853,0.618,0.6076696165191741,0.601,0.9489302187174528,0.9507692307692307,0.9498343544361244,0.9479495268138801
SOM,1.0,0.2,0.015810276679841896,0.008,0.010624169986719787,0.255,0.47761194029850745,0.448,0.46233230134158926,0.479,30.208955223880597,56.0,43.517027863777095,1.8784313725490196
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,0.49583333333333335,0.476,0.4857142857142857,0.496,0.49583333333333335,0.476,0.4857142857142857,0.496
DBSCAN (Density),1.0,0.2,1.0,1.0,1.0,1.0,0.5,0.964,0.6584699453551912,0.5,0.5,0.964,0.6584699453551912,0.5
Agglomerative (Hierarchical),1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.816,0.8986784140969163,0.908,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.0,0.2,1.0,1.0,1.0,1.0,0.46405228758169936,0.426,0.44421272158498437,0.467,0.46405228758169936,0.426,0.44421272158498437,0.467
SOM,1.0,0.30000000000000004,0.11552346570397112,0.064,0.08236808236808237,0.287,0.35600907029478457,0.314,0.3336875664187035,0.373,3.0817035147392287,4.90625,4.051175611052073,1.299651567944251
K-Means (Exclusive),1.0,0.30000000000000004,0.9821073558648111,0.988,0.9850448654037887,0.985,0.9781312127236581,0.984,0.9810568295114656,0.981,0.9959514170040487,0.9959514170040485,0.9959514170040485,0.9959390862944162
DBSCAN (Density),1.0,0.30000000000000004,1.0,0.004,0.00796812749003984,0.502,0.5,1.0,0.6666666666666666,0.5,0.5,250.0,83.66666666666666,0.9960159362549801
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.00819672131147541,0.008,0.008097165991902834,0.02,0.9675174013921114,0.834,0.8958109559613319,0.903,118.03712296983758,104.25,110.63265306122449,45.15
GMM (Probabilistic),1.0,0.30000000000000004,0.9899799599198397,0.988,0.988988988988989,0.989,0.9919678714859438,0.988,0.9899799599198397,0.99,1.002008032128514,1.0,1.001002004008016,1.0010111223458038
SOM,1.0,0.4000000000000001,0.43887775551102204,0.438,0.43843843843843844,0.439,0.4297520661157025,0.312,0.36152954808806487,0.449,0.9792067625193404,0.7123287671232876,0.8245845172145589,1.0227790432801822
K-Means (Exclusive),1.0,0.4000000000000001,0.977319587628866,0.948,0.9624365482233502,0.963,0.9534412955465587,0.942,0.9476861167002012,0.948,0.9755675703377236,0.9936708860759493,0.9846738659806943,0.9844236760124611
DBSCAN (Density),1.0,0.4000000000000001,0.5,0.002,0.00398406374501992,0.5,0.5035246727089627,1.0,0.6697923643670463,0.507,1.0070493454179255,500.0,168.11788345612862,1.014
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.029166666666666667,0.028,0.02857142857142857,0.048,0.11643835616438356,0.102,0.10874200426439233,0.164,3.9921722113502933,3.6428571428571423,3.805970149253732,3.4166666666666665
GMM (Probabilistic),1.0,0.4000000000000001,0.9771784232365145,0.942,0.9592668024439919,0.96,0.9771784232365145,0.942,0.9592668024439919,0.96,1.0,1.0,1.0,1.0
SOM,1.0,0.5000000000000001,0.43610547667342797,0.43,0.43303121852970794,0.437,0.4783599088838269,0.42,0.4472843450479233,0.481,1.096890395719659,0.9767441860465116,1.0329147782153205,1.1006864988558351
K-Means (Exclusive),1.0,0.5000000000000001,0.94824016563147,0.916,0.9318413021363174,0.933,0.12403100775193798,0.128,0.12598425196850394,0.112,0.13080125926678177,0.13973799126637554,0.1351992572980779,0.12004287245444802
DBSCAN (Density),1.0,0.5000000000000001,0.5,0.004,0.007936507936507936,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,250.0,84.0,1.0
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.13873873873873874,0.154,0.14597156398104266,0.099,0.0584958217270195,0.042,0.048894062863795114,0.183,0.42162572803241327,0.27272727272727276,0.3349560800084665,1.8484848484848484
GMM (Probabilistic),1.0,0.5000000000000001,0.9498956158663883,0.91,0.9295199182839632,0.931,0.10076045627376426,0.106,0.10331384015594541,0.08,0.10607529352776501,0.11648351648351647,0.11114752693700063,0.08592910848549946
SOM,1.0,0.6000000000000001,0.32122905027932963,0.23,0.2680652680652681,0.372,0.4716599190283401,0.466,0.4688128772635815,0.472,1.4682978348882239,2.026086956521739,1.7488758638789257,1.2688172043010753
K-Means (Exclusive),1.0,0.6000000000000001,0.11372549019607843,0.116,0.11485148514851486,0.106,0.8752515090543259,0.87,0.872617853560682,0.873,7.696177062374245,7.5,7.597793380140421,8.235849056603774
DBSCAN (Density),1.0,0.6000000000000001,0.6666666666666666,0.012,0.023575638506876228,0.503,0.5,1.0,0.6666666666666666,0.5,0.75,83.33333333333333,28.277777777777775,0.9940357852882704
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.030201342281879196,0.018,0.022556390977443608,0.22,0.8826086956521739,0.406,0.5561643835616439,0.676,29.22415458937198,22.555555555555557,24.65662100456621,3.0727272727272728
GMM (Probabilistic),1.0,0.6000000000000001,0.111328125,0.114,0.11264822134387352,0.102,0.8759842519685039,0.89,0.8829365079365079,0.882,7.8684901229451585,7.807017543859649,7.837997772208298,8.647058823529413
SOM,1.0,0.7000000000000002,0.42008196721311475,0.41,0.4149797570850202,0.422,0.38873994638069703,0.29,0.3321878579610538,0.417,0.9253907016281959,0.7073170731707317,0.8004917162573688,0.9881516587677726
K-Means (Exclusive),1.0,0.7000000000000002,0.8356164383561644,0.854,0.8447082096933729,0.843,0.8329979879275654,0.828,0.8304914744232698,0.831,0.9968664445690537,0.9695550351288056,0.9831696494636133,0.9857651245551601
DBSCAN (Density),1.0,0.7000000000000002,0.36363636363636365,0.016,0.03065134099616858,0.494,0.5,1.0,0.6666666666666666,0.5,1.375,62.5,21.75,1.0121457489878543
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.9356223175965666,0.436,0.5948158253751705,0.703,0.24839400428265523,0.232,0.23991726990692863,0.265,0.2654853348525627,0.5321100917431193,0.40334715330683185,0.37695590327169276
GMM (Probabilistic),1.0,0.7000000000000002,0.8336557059961315,0.862,0.8475909537856441,0.845,0.834,0.834,0.834,0.834,1.0004129930394432,0.9675174013921113,0.9839651972157771,0.98698224852071
SOM,1.0,0.8000000000000003,0.5628865979381443,0.546,0.5543147208121827,0.561,0.581888246628131,0.604,0.592737978410206,0.585,1.033757507745947,1.106227106227106,1.0693166826631006,1.0427807486631013
K-Means (Exclusive),1.0,0.8000000000000003,0.7955911823647295,0.794,0.7947947947947948,0.795,0.7959183673469388,0.78,0.7878787878787878,0.79,1.0004112476224747,0.982367758186398,0.9912983741699107,0.9937106918238994
DBSCAN (Density),1.0,0.8000000000000003,0.6666666666666666,0.012,0.023575638506876228,0.503,0.4994974874371859,0.994,0.6648829431438127,0.499,0.7492462311557789,82.83333333333333,28.202118171683388,0.9920477137176938
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.7838383838383839,0.776,0.7798994974874371,0.781,0.2542372881355932,0.27,0.2618816682832202,0.239,0.3243491175956666,0.3479381443298969,0.3357889947703661,0.3060179257362356
GMM (Probabilistic),1.0,0.8000000000000003,0.7995991983967936,0.798,0.7987987987987988,0.799,0.7924528301886793,0.756,0.7737973387922211,0.779,0.9910625620655412,0.9473684210526315,0.9687011797662016,0.9749687108886107
SOM,1.5,0.2,0.7082152974504249,1.0,0.8291873963515755,0.794,0.3443526170798898,0.25,0.28968713789107764,0.387,0.48622589531680444,0.25,0.34936268829663963,0.48740554156171284
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.5450399087799316,0.956,0.6942628903413217,0.579,0.5450399087799316,0.956,0.6942628903413217,0.579
Agglomerative (Hierarchical),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.6791044776119403,0.91,0.7777777777777778,0.74,0.48484848484848486,0.448,0.4656964656964657,0.486,0.713952713952714,0.4923076923076923,0.5987525987525988,0.6567567567567567
K-Means (Exclusive),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,0.998,0.998998998998999,0.999,1.0,0.998,0.998998998998999,0.999
DBSCAN (Density),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,0.510351966873706,0.986,0.6725784447476125,0.52,0.510351966873706,0.986,0.6725784447476125,0.52
Agglomerative (Hierarchical),1.5,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,0.998,0.998998998998999,0.999,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.0,0.0,0.0,0.24,0.43434343434343436,0.344,0.38392857142857145,0.448,0.0,0.0,0.0,1.8666666666666667
K-Means (Exclusive),1.5,0.4000000000000001,0.9920477137176938,0.998,0.9950149551345963,0.995,0.9940119760479041,0.996,0.995004995004995,0.995,1.0019800079200316,0.9979959919839679,0.9999899899699498,1.0
DBSCAN (Density),1.5,0.4000000000000001,1.0,0.002,0.003992015968063872,0.501,0.5005055611729019,0.99,0.6648757555406313,0.501,0.5005055611729019,495.0,166.55137676292816,1.0
Agglomerative (Hierarchical),1.5,0.4000000000000001,0.9959919839679359,0.994,0.994994994994995,0.995,0.006036217303822937,0.006,0.006018054162487462,0.009,0.006060507916715585,0.006036217303822938,0.006048326064713254,0.009045226130653266
GMM (Probabilistic),1.5,0.4000000000000001,0.9940239043824701,0.998,0.9960079840319361,0.996,0.9920477137176938,0.998,0.9950149551345963,0.995,0.9980119284294234,1.0,0.9990029910269193,0.998995983935743
SOM,1.5,0.5000000000000001,0.010948905109489052,0.006,0.007751937984496124,0.232,0.09811320754716982,0.052,0.06797385620915032,0.287,8.961006289308177,8.666666666666666,8.768627450980391,1.2370689655172413
K-Means (Exclusive),1.5,0.5000000000000001,0.9684418145956607,0.982,0.9751737835153923,0.975,0.9684418145956607,0.982,0.9751737835153923,0.975,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.5000000000000001,0.0,0.0,0.0,0.499,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,1.002004008016032
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.010752688172043012,0.01,0.010362694300518135,0.045,0.9400386847195358,0.972,0.9557522123893806,0.955,87.42359767891682,97.19999999999999,92.23008849557522,21.22222222222222
GMM (Probabilistic),1.5,0.5000000000000001,0.9554263565891473,0.986,0.9704724409448819,0.97,0.9535783365570599,0.986,0.9695181907571289,0.969,0.9980657640232108,1.0,0.9990167158308751,0.9989690721649485
SOM,1.5,0.6000000000000001,0.5076923076923077,0.33,0.4,0.505,0.632398753894081,0.812,0.7110332749562172,0.67,1.245633909185311,2.4606060606060605,1.7775831873905428,1.3267326732673268
K-Means (Exclusive),1.5,0.6000000000000001,0.9504950495049505,0.96,0.9552238805970149,0.955,0.9298245614035088,0.954,0.9417571569595261,0.941,0.9782529239766082,0.99375,0.9859020236920039,0.9853403141361257
DBSCAN (Density),1.5,0.6000000000000001,0.5,0.002,0.00398406374501992,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,500.0,167.33333333333331,1.0
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9791666666666666,0.846,0.907725321888412,0.914,0.0907258064516129,0.09,0.09036144578313253,0.094,0.09265614275909403,0.10638297872340426,0.09954712466888832,0.10284463894967177
GMM (Probabilistic),1.5,0.6000000000000001,0.9487179487179487,0.962,0.9553128103277061,0.955,0.9431372549019608,0.962,0.9524752475247524,0.952,0.9941176470588236,1.0,0.9970297029702969,0.9968586387434555
SOM,1.5,0.7000000000000002,0.41237113402061853,0.32,0.36036036036036034,0.432,0.4860813704496788,0.454,0.46949327817993797,0.487,1.1787473233404713,1.41875,1.302843846949328,1.1273148148148149
K-Means (Exclusive),1.5,0.7000000000000002,0.9227799227799228,0.956,0.9390962671905697,0.938,0.9125248508946322,0.918,0.9152542372881356,0.915,0.988886763103388,0.9602510460251047,0.9746117296645629,0.9754797441364607
DBSCAN (Density),1.5,0.7000000000000002,0.3333333333333333,0.004,0.007905138339920948,0.498,0.5,1.0,0.6666666666666666,0.5,1.5,250.0,84.33333333333333,1.0040160642570282
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.013812154696132596,0.01,0.01160092807424594,0.148,0.11752136752136752,0.11,0.11363636363636363,0.142,8.508547008547009,11.0,9.795454545454545,0.9594594594594594
