method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
K-Means (Exclusive),0.0,0.6000000000000001,0.49625468164794007,0.53,0.5125725338491296,0.496,0.5351043643263758,0.564,0.549172346640701,0.537,1.0782857756614515,1.0641509433962262,1.0714041630688393,1.0826612903225807
DBSCAN (Density),0.0,0.6000000000000001,0.7,0.028,0.05384615384615385,0.508,0.5,1.0,0.6666666666666666,0.5,0.7142857142857143,35.714285714285715,12.38095238095238,0.984251968503937
Agglomerative (Hierarchical),0.0,0.6000000000000001,0.5225409836065574,0.51,0.5161943319838057,0.522,0.4847715736040609,0.382,0.4272930648769575,0.488,0.9277197173285557,0.7490196078431373,0.8277755845067333,0.9348659003831417
GMM (Probabilistic),0.0,0.6000000000000001,0.4973913043478261,0.572,0.532093023255814,0.497,0.5333333333333333,0.56,0.5463414634146342,0.535,1.0722610722610724,0.9790209790209792,1.0267780999488316,1.0764587525150906
SOM,0.0,0.7000000000000002,0.512087912087912,0.466,0.48795811518324606,0.511,0.5181644359464627,0.542,0.5298142717497556,0.519,1.011866173200174,1.1630901287553648,1.085778174937804,1.015655577299413
K-Means (Exclusive),0.0,0.7000000000000002,0.498134328358209,0.534,0.5154440154440154,0.498,0.49903660886319845,0.518,0.5083415112855741,0.499,1.001811319665447,0.9700374531835205,0.9862206099098405,1.002008032128514
DBSCAN (Density),0.0,0.7000000000000002,0.45454545454545453,0.01,0.019569471624266144,0.499,0.4994974874371859,0.994,0.6648829431438127,0.499,1.098894472361809,99.39999999999999,33.97551839464883,1.0
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.5025641025641026,0.392,0.4404494382022472,0.502,0.4842105263157895,0.368,0.41818181818181815,0.488,0.9634801288936627,0.9387755102040816,0.949443413729128,0.9721115537848606
GMM (Probabilistic),0.0,0.7000000000000002,0.4982078853046595,0.556,0.5255198487712666,0.498,0.5029013539651838,0.52,0.511307767944936,0.503,1.009420703282635,0.935251798561151,0.9729561483556516,1.0100401606425702
SOM,0.0,0.8000000000000003,0.5060827250608273,0.416,0.4566410537870472,0.505,0.4898785425101215,0.484,0.4869215291750503,0.49,0.9679811585175957,1.1634615384615385,1.0663113295155549,0.9702970297029703
K-Means (Exclusive),0.0,0.8000000000000003,0.49333333333333335,0.444,0.4673684210526316,0.494,0.4811529933481153,0.434,0.45636172450052576,0.483,0.975310121651585,0.9774774774774775,0.9764496357556294,0.9777327935222672
DBSCAN (Density),0.0,0.8000000000000003,0.5454545454545454,0.012,0.023483365949119372,0.501,0.5,1.0,0.6666666666666666,0.5,0.9166666666666667,83.33333333333333,28.38888888888889,0.998003992015968
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.5030864197530864,0.326,0.39563106796116504,0.502,0.5014084507042254,0.356,0.41637426900584795,0.501,0.9966646504795644,1.0920245398773005,1.0524306676712232,0.99800796812749
GMM (Probabilistic),0.0,0.8000000000000003,0.5,0.418,0.4553376906318083,0.5,0.5,0.416,0.45414847161572053,0.5,1.0,0.9952153110047847,0.9973882701991182,1.0
SOM,0.5,0.2,0.5564924114671164,0.66,0.6038426349496798,0.567,0.4989059080962801,0.456,0.47648902821316613,0.499,0.896518798488164,0.6909090909090909,0.7890947088439251,0.8800705467372135
K-Means (Exclusive),0.5,0.2,0.958984375,0.982,0.9703557312252964,0.97,0.4953959484346225,0.538,0.5158197507190796,0.495,0.5165839625224576,0.5478615071283096,0.531577991576078,0.5103092783505154
DBSCAN (Density),0.5,0.2,0.6666666666666666,0.004,0.007952286282306162,0.501,0.49898785425101216,0.986,0.6626344086021505,0.498,0.7484817813765183,246.5,83.32627688172043,0.9940119760479041
Agglomerative (Hierarchical),0.5,0.2,0.01702127659574468,0.016,0.016494845360824743,0.046,0.5887445887445888,0.272,0.37209302325581395,0.541,34.58874458874459,17.0,22.55813953488372,11.760869565217392
GMM (Probabilistic),0.5,0.2,0.9571150097465887,0.982,0.9693978282329714,0.969,0.46563573883161513,0.542,0.5009242144177449,0.46,0.48649925462447774,0.5519348268839104,0.5167375042822562,0.47471620227038186
SOM,0.5,0.30000000000000004,0.12056737588652482,0.068,0.08695652173913043,0.286,0.5238095238095238,0.484,0.5031185031185031,0.522,4.344537815126051,7.117647058823529,5.785862785862786,1.8251748251748254
K-Means (Exclusive),0.5,0.30000000000000004,0.14313346228239845,0.148,0.1455260570304818,0.131,0.5203094777562862,0.538,0.5290068829891839,0.521,3.6351351351351346,3.6351351351351355,3.635135135135135,3.9770992366412212
DBSCAN (Density),0.5,0.30000000000000004,0.375,0.006,0.011811023622047244,0.498,0.5,1.0,0.6666666666666666,0.5,1.3333333333333333,166.66666666666666,56.44444444444444,1.0040160642570282
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.9570957095709571,0.58,0.7222914072229141,0.777,0.48265895953757226,0.334,0.3947990543735225,0.488,0.5042953956547738,0.5758620689655173,0.546592483899894,0.628056628056628
GMM (Probabilistic),0.5,0.30000000000000004,0.14744801512287334,0.156,0.15160349854227406,0.127,0.5109090909090909,0.562,0.5352380952380953,0.512,3.4650116550116548,3.602564102564103,3.5305128205128207,4.031496062992126
SOM,0.5,0.4000000000000001,0.4688888888888889,0.422,0.4442105263157895,0.472,0.5945945945945946,0.66,0.6255924170616114,0.605,1.26809273728705,1.5639810426540286,1.4083241616315896,1.2817796610169492
K-Means (Exclusive),0.5,0.4000000000000001,0.1934826883910387,0.19,0.1917255297679112,0.199,0.5031712473572939,0.476,0.4892086330935252,0.503,2.60060086792033,2.5052631578947366,2.55160923892465,2.527638190954774
DBSCAN (Density),0.5,0.4000000000000001,0.4,0.008,0.01568627450980392,0.498,0.5,1.0,0.6666666666666666,0.5,1.25,125.0,42.5,1.0040160642570282
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.1691919191919192,0.134,0.14955357142857142,0.238,0.46506986027944114,0.466,0.46553446553446554,0.465,2.748771114487443,3.4776119402985075,3.1128274710364265,1.9537815126050422
GMM (Probabilistic),0.5,0.4000000000000001,0.18828451882845187,0.18,0.18404907975460122,0.202,0.49658314350797267,0.436,0.4643237486687966,0.497,2.6374082510756773,2.4222222222222225,2.522825701100462,2.4603960396039604
SOM,0.5,0.5000000000000001,0.46271929824561403,0.422,0.44142259414225943,0.466,0.5565819861431871,0.482,0.5166130760986066,0.549,1.2028501691056555,1.1421800947867298,1.170336731635706,1.1781115879828326
K-Means (Exclusive),0.5,0.5000000000000001,0.7690721649484537,0.746,0.7573604060913706,0.761,0.5044843049327354,0.45,0.47568710359408034,0.504,0.6559648468964522,0.6032171581769438,0.628085518820602,0.6622864651773982
DBSCAN (Density),0.5,0.5000000000000001,0.6666666666666666,0.012,0.023575638506876228,0.503,0.5,1.0,0.6666666666666666,0.5,0.75,83.33333333333333,28.277777777777775,0.9940357852882704
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.24415584415584415,0.188,0.21242937853107344,0.303,0.43340857787810383,0.384,0.40721102863202546,0.441,1.7751308774794679,2.0425531914893615,1.9169242571241625,1.4554455445544554
GMM (Probabilistic),0.5,0.5000000000000001,0.7724425887265136,0.74,0.7558733401430031,0.761,0.517948717948718,0.404,0.45393258426966293,0.514,0.6705336105336106,0.545945945945946,0.6005405405405405,0.6754270696452037
SOM,0.5,0.6000000000000001,0.4101123595505618,0.292,0.3411214953271028,0.436,0.4766949152542373,0.45,0.46296296296296297,0.478,1.1623519851404691,1.541095890410959,1.3571790969051243,1.0963302752293578
K-Means (Exclusive),0.5,0.6000000000000001,0.298,0.298,0.298,0.298,0.49390243902439024,0.486,0.4899193548387097,0.494,1.6573907349811754,1.6308724832214765,1.644024680666811,1.6577181208053693
DBSCAN (Density),0.5,0.6000000000000001,0.4375,0.014,0.027131782945736434,0.498,0.5,0.994,0.6653279785809906,0.5,1.1428571428571428,71.0,24.522088353413654,1.0040160642570282
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.2752688172043011,0.256,0.26528497409326424,0.291,0.5609243697478992,0.534,0.5471311475409836,0.558,2.03773306197479,2.0859375,2.0624279585040983,1.9175257731958766
GMM (Probabilistic),0.5,0.6000000000000001,0.3,0.3,0.3,0.3,0.5122950819672131,0.5,0.5060728744939271,0.512,1.7076502732240437,1.6666666666666667,1.686909581646424,1.7066666666666668
SOM,0.5,0.7000000000000002,0.5426621160409556,0.636,0.585635359116022,0.55,0.4989429175475687,0.472,0.4850976361767729,0.499,0.9194356908266518,0.7421383647798742,0.8283270957358103,0.9072727272727272
K-Means (Exclusive),0.5,0.7000000000000002,0.7145748987854251,0.706,0.710261569416499,0.712,0.6733067729083665,0.676,0.6746506986027944,0.674,0.9422480051465525,0.9575070821529746,0.9498623150299966,0.9466292134831462
DBSCAN (Density),0.5,0.7000000000000002,0.7,0.014,0.027450980392156862,0.504,0.5,1.0,0.6666666666666666,0.5,0.7142857142857143,71.42857142857143,24.285714285714285,0.9920634920634921
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.6335174953959485,0.688,0.6596356663470757,0.645,0.6721763085399449,0.488,0.5654692931633836,0.625,1.0610224870267153,0.7093023255813954,0.8572448732113505,0.9689922480620154
GMM (Probabilistic),0.5,0.7000000000000002,0.7137096774193549,0.708,0.7108433734939759,0.712,0.674373795761079,0.7,0.6869479882237488,0.681,0.9448853183545062,0.9887005649717514,0.9663844580096805,0.9564606741573035
SOM,0.5,0.8000000000000003,0.5422680412371134,0.526,0.534010152284264,0.541,0.579957356076759,0.544,0.5614035087719298,0.575,1.0695031091149358,1.0342205323193916,1.051297445133747,1.0628465804066543
K-Means (Exclusive),0.5,0.8000000000000003,0.6700819672131147,0.654,0.6619433198380567,0.666,0.3900990099009901,0.394,0.3920398009950249,0.389,0.5821661065189088,0.6024464831804281,0.5922558461515055,0.5840840840840841
DBSCAN (Density),0.5,0.8000000000000003,0.5625,0.018,0.03488372093023256,0.502,0.5,1.0,0.6666666666666666,0.5,0.8888888888888888,55.55555555555556,19.11111111111111,0.9960159362549801
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.7062314540059347,0.476,0.5686977299880526,0.639,0.6159250585480094,0.526,0.5674217907227616,0.599,0.8721291795406688,1.1050420168067228,0.9977563841070408,0.9374021909233177
GMM (Probabilistic),0.5,0.8000000000000003,0.6639175257731958,0.644,0.6538071065989848,0.659,0.3948919449901768,0.402,0.398414271555996,0.393,0.5947906624852043,0.6242236024844721,0.6093758656562982,0.5963581183611533
SOM,1.0,0.2,0.704225352112676,1.0,0.8264462809917356,0.79,0.4961089494163424,0.51,0.5029585798816568,0.496,0.7044747081712063,0.51,0.6085798816568048,0.6278481012658228
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,0.4457831325301205,0.444,0.44488977955911824,0.446,0.4457831325301205,0.444,0.44488977955911824,0.446
DBSCAN (Density),1.0,0.2,1.0,1.0,1.0,1.0,0.5148619957537155,0.97,0.6726768377253814,0.528,0.5148619957537155,0.97,0.6726768377253814,0.528
Agglomerative (Hierarchical),1.0,0.2,0.0,0.0,0.0,0.0,0.004329004329004329,0.004,0.004158004158004158,0.042,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.0,0.2,1.0,1.0,1.0,1.0,0.4330543933054393,0.414,0.4233128834355828,0.436,0.4330543933054393,0.414,0.4233128834355828,0.436
SOM,1.0,0.30000000000000004,0.31070496083550914,0.238,0.2695356738391846,0.355,0.5879310344827586,0.682,0.6314814814814815,0.602,1.8922486235873661,2.8655462184873954,2.3428493619670094,1.695774647887324
K-Means (Exclusive),1.0,0.30000000000000004,0.992,0.992,0.992,0.992,0.5173745173745173,0.536,0.5265225933202358,0.518,0.5215468925146344,0.5403225806451614,0.5307687432663667,0.5221774193548387
DBSCAN (Density),1.0,0.30000000000000004,0.0,0.0,0.0,0.5,0.5015228426395939,0.988,0.6653198653198653,0.503,0.0,0.0,0.0,1.006
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.0,0.0,0.0,0.028,0.9836448598130841,0.842,0.9073275862068966,0.914,0.0,0.0,0.0,32.642857142857146
GMM (Probabilistic),1.0,0.30000000000000004,0.9900398406374502,0.994,0.9920159680638723,0.992,0.525233644859813,0.562,0.5429951690821256,0.527,0.5305176855525677,0.5653923541247485,0.5473653515294666,0.53125
SOM,1.0,0.4000000000000001,0.5831987075928917,0.722,0.645218945487042,0.603,0.6411149825783972,0.736,0.6852886405959032,0.662,1.0993079618172517,1.0193905817174516,1.0621024775994679,1.097844112769486
K-Means (Exclusive),1.0,0.4000000000000001,0.9718875502008032,0.968,0.969939879759519,0.97,0.968,0.968,0.968,0.968,0.996,1.0,0.998,0.9979381443298969
DBSCAN (Density),1.0,0.4000000000000001,0.2,0.002,0.0039603960396039604,0.497,0.5025125628140703,1.0,0.6688963210702341,0.505,2.5125628140703515,500.0,168.8963210702341,1.0160965794768613
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.9814432989690721,0.952,0.966497461928934,0.967,0.38524590163934425,0.188,0.25268817204301075,0.444,0.3925299628047941,0.19747899159663868,0.2614473208638294,0.4591520165460186
GMM (Probabilistic),1.0,0.4000000000000001,0.9774590163934426,0.954,0.9655870445344129,0.966,0.9794661190965093,0.954,0.9665653495440729,0.967,1.002053388090349,1.0,1.0010131712259371,1.0010351966873705
SOM,1.0,0.5000000000000001,0.4531590413943355,0.416,0.4337851929092805,0.457,0.5048923679060665,0.516,0.5103857566765578,0.505,1.1141615234080988,1.2403846153846154,1.1765863958000455,1.1050328227571116
K-Means (Exclusive),1.0,0.5000000000000001,0.903921568627451,0.922,0.9128712871287129,0.912,0.9028925619834711,0.874,0.8882113821138211,0.89,0.9988616195478748,0.947939262472885,0.9729864381073311,0.9758771929824561
DBSCAN (Density),1.0,0.5000000000000001,0.0,0.0,0.0,0.496,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,1.0080645161290323
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.9799426934097422,0.684,0.8056537102473498,0.835,0.8532934131736527,0.57,0.6834532374100719,0.736,0.8707584830339321,0.8333333333333331,0.8483213429256595,0.881437125748503
GMM (Probabilistic),1.0,0.5000000000000001,0.89272030651341,0.932,0.9119373776908023,0.91,0.9185336048879837,0.902,0.9101917255297679,0.911,1.0289153256470547,0.9678111587982833,0.9980857762783507,1.001098901098901
SOM,1.0,0.6000000000000001,0.6075471698113207,0.644,0.625242718446602,0.614,0.47863247863247865,0.448,0.4628099173553719,0.48,0.7878112225938314,0.6956521739130435,0.7402084081925979,0.7817589576547231
K-Means (Exclusive),1.0,0.6000000000000001,0.9129511677282378,0.86,0.8856848609680742,0.889,0.8854166666666666,0.85,0.8673469387755102,0.87,0.9698401162790697,0.9883720930232558,0.9792952064546748,0.9786276715410573
DBSCAN (Density),1.0,0.6000000000000001,0.5,0.006,0.011857707509881422,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,166.66666666666666,56.22222222222222,1.0
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.9505494505494505,0.692,0.8009259259259259,0.828,0.27893738140417457,0.294,0.2862706913339825,0.267,0.2934485746564149,0.42485549132947975,0.3574246781973423,0.3224637681159421
GMM (Probabilistic),1.0,0.6000000000000001,0.9217391304347826,0.848,0.8833333333333333,0.888,0.9126637554585153,0.836,0.872651356993737,0.878,0.9901540743182006,0.9858490566037735,0.9879071965966834,0.9887387387387387
SOM,1.0,0.7000000000000002,0.501002004008016,0.5,0.5005005005005005,0.501,0.5292887029288703,0.506,0.5173824130879345,0.528,1.0564602510460253,1.012,1.0337300613496931,1.0538922155688624
K-Means (Exclusive),1.0,0.7000000000000002,0.1390593047034765,0.136,0.13751263902932254,0.147,0.8289205702647657,0.814,0.8213925327951564,0.823,5.9609141008745645,5.985294117647058,5.97321481569419,5.598639455782313
DBSCAN (Density),1.0,0.7000000000000002,0.46153846153846156,0.012,0.023391812865497075,0.499,0.5,1.0,0.6666666666666666,0.5,1.0833333333333333,83.33333333333333,28.5,1.002004008016032
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.15082644628099173,0.146,0.1483739837398374,0.162,0.22653061224489796,0.222,0.22424242424242424,0.232,1.501928990774392,1.5205479452054795,1.5113325031133251,1.4320987654320987
GMM (Probabilistic),1.0,0.7000000000000002,0.12258064516129032,0.114,0.11813471502590674,0.149,0.8534136546184738,0.85,0.8517034068136272,0.852,6.962058761361234,7.456140350877193,7.209594627852195,5.718120805369128
SOM,1.0,0.8000000000000003,0.519916142557652,0.496,0.5076765609007164,0.519,0.425629290617849,0.372,0.39701173959445035,0.435,0.8186498855835241,0.75,0.782017075773746,0.838150289017341
K-Means (Exclusive),1.0,0.8000000000000003,0.17008196721311475,0.166,0.1680161943319838,0.178,0.20568927789934355,0.188,0.19644723092998956,0.231,1.209353826685297,1.1325301204819276,1.1692160491495764,1.2977528089887642
DBSCAN (Density),1.0,0.8000000000000003,0.5714285714285714,0.008,0.015779092702169626,0.501,0.5,1.0,0.6666666666666666,0.5,0.875,125.0,42.24999999999999,0.998003992015968
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.17914438502673796,0.134,0.15331807780320367,0.26,0.8158567774936062,0.638,0.7160493827160493,0.747,4.5541855937702795,4.7611940298507465,4.670351943983785,2.873076923076923
GMM (Probabilistic),1.0,0.8000000000000003,0.16632443531827515,0.162,0.1641337386018237,0.175,0.1705607476635514,0.146,0.15732758620689655,0.218,1.0254701742240684,0.9012345679012345,0.9585328863346104,1.2457142857142858
SOM,1.5,0.2,0.0,0.0,0.0,0.211,0.2787456445993031,0.16,0.20330368487928843,0.373,0.0,0.0,0.0,1.7677725118483414
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.5081395348837209,0.874,0.6426470588235295,0.514,0.5081395348837209,0.874,0.6426470588235295,0.514
Agglomerative (Hierarchical),1.5,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.7267441860465116,1.0,0.8417508417508418,0.812,0.32507739938080493,0.21,0.2551640340218712,0.387,0.4473065015479876,0.21,0.303134872417983,0.4766009852216749
K-Means (Exclusive),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.30000000000000004,0.0,0.0,0.0,0.5,0.5042105263157894,0.958,0.6606896551724138,0.508,0.0,0.0,0.0,1.016
Agglomerative (Hierarchical),1.5,0.30000000000000004,0.0,0.0,0.0,0.001,0.003992015968063872,0.004,0.003996003996003996,0.003,0.0,0.0,0.0,3.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.37595907928388744,0.294,0.32996632996632996,0.403,0.46464646464646464,0.368,0.4107142857142857,0.472,1.2358963787535218,1.251700680272109,1.2447157434402332,1.1712158808933002
K-Means (Exclusive),1.5,0.4000000000000001,1.0,1.0,1.0,1.0,0.998003992015968,1.0,0.999000999000999,0.999,0.998003992015968,1.0,0.999000999000999,0.999
DBSCAN (Density),1.5,0.4000000000000001,0.0,0.0,0.0,0.5,0.5010121457489879,0.99,0.6653225806451613,0.502,0.0,0.0,0.0,1.004
Agglomerative (Hierarchical),1.5,0.4000000000000001,1.0,1.0,1.0,1.0,0.9959919839679359,0.994,0.994994994994995,0.995,0.9959919839679359,0.994,0.994994994994995,0.995
GMM (Probabilistic),1.5,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.5000000000000001,0.48086124401913877,0.402,0.43790849673202614,0.484,0.5837742504409171,0.662,0.6204311152764761,0.595,1.214018092956733,1.6467661691542288,1.4168053826462812,1.2293388429752066
K-Means (Exclusive),1.5,0.5000000000000001,0.9781312127236581,0.984,0.9810568295114656,0.981,0.9779559118236473,0.976,0.9769769769769769,0.977,0.9998207797709239,0.991869918699187,0.9958413698251096,0.9959225280326198
DBSCAN (Density),1.5,0.5000000000000001,0.5,0.002,0.00398406374501992,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,1.0050251256281406,500.0,167.89297658862876,1.01
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.9858299595141701,0.974,0.9798792756539235,0.98,0.026915113871635612,0.026,0.026449643947100712,0.043,0.02730198409155645,0.026694045174537988,0.026992757785850214,0.04387755102040816
GMM (Probabilistic),1.5,0.5000000000000001,0.9761904761904762,0.984,0.9800796812749004,0.98,0.9781312127236581,0.984,0.9810568295114656,0.981,1.0019880715705767,1.0,1.0009970089730806,1.0010204081632652
SOM,1.5,0.6000000000000001,0.6086956521739131,0.7,0.6511627906976745,0.625,0.6076923076923076,0.632,0.6196078431372549,0.612,0.9983516483516482,0.9028571428571429,0.9515406162464985,0.9792
K-Means (Exclusive),1.5,0.6000000000000001,0.96579476861167,0.96,0.9628886659979939,0.963,0.9476861167002012,0.942,0.9448345035105316,0.945,0.98125,0.98125,0.98125,0.9813084112149533
DBSCAN (Density),1.5,0.6000000000000001,0.0,0.0,0.0,0.499,0.5025125628140703,1.0,0.6688963210702341,0.505,0.0,0.0,0.0,1.0120240480961924
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9794050343249427,0.856,0.9135538954108858,0.919,0.11005692599620494,0.116,0.11295034079844206,0.089,0.11237120715033075,0.1355140186915888,0.12363839874782734,0.09684439608269858
GMM (Probabilistic),1.5,0.6000000000000001,0.9657258064516129,0.958,0.9618473895582329,0.962,0.9693877551020408,0.95,0.9595959595959596,0.96,1.0037919134250777,0.9916492693110647,0.9976592648826469,0.9979209979209979
SOM,1.5,0.7000000000000002,0.56732223903177,0.75,0.6459948320413437,0.589,0.48132780082987553,0.464,0.4725050916496945,0.482,0.848420470262794,0.6186666666666667,0.731437881873727,0.8183361629881155
K-Means (Exclusive),1.5,0.7000000000000002,0.9354166666666667,0.898,0.9163265306122449,0.918,0.9096509240246407,0.886,0.8976697061803445,0.899,0.9724553308058519,0.9866369710467706,0.9796395457201977,0.9793028322440087
DBSCAN (Density),1.5,0.7000000000000002,0.8333333333333334,0.01,0.019762845849802372,0.504,0.5,1.0,0.6666666666666666,0.5,0.6,100.0,33.733333333333334,0.9920634920634921
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.9558498896247241,0.866,0.9087093389296957,0.913,0.11498973305954825,0.112,0.11347517730496454,0.125,0.12030103712696387,0.12933025404157045,0.1248751085122762,0.13691128148959475
GMM (Probabilistic),1.5,0.7000000000000002,0.9447983014861996,0.89,0.9165808444902163,0.919,0.9334719334719335,0.898,0.9153924566768603,0.917,0.988011866663552,1.0089887640449438,0.9987034555429566,0.9978237214363439
