method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
K-Means (Exclusive),0.0,0.7000000000000002,0.5157699443413729,0.556,0.5351299326275265,0.517,0.5074074074074074,0.548,0.5269230769230769,0.508,0.9837863042899014,0.9856115107913669,0.9846638074156059,0.9825918762088974
DBSCAN (Density),0.0,0.7000000000000002,0.36363636363636365,0.008,0.015655577299412915,0.497,0.4984924623115578,0.992,0.6635451505016723,0.497,1.370854271356784,124.0,42.38394648829432,1.0
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.5333333333333333,0.4,0.45714285714285713,0.525,0.4672686230248307,0.414,0.43902439024390244,0.471,0.8761286681715575,1.035,0.9603658536585367,0.897142857142857
GMM (Probabilistic),0.0,0.7000000000000002,0.5140845070422535,0.584,0.5468164794007491,0.516,0.512998266897747,0.592,0.5496750232126276,0.515,0.9978870397189051,1.0136986301369864,1.0052276109436409,0.998062015503876
SOM,0.0,0.8000000000000003,0.47904191616766467,0.48,0.47952047952047955,0.479,0.5149572649572649,0.482,0.49793388429752067,0.514,1.0749732905982905,1.0041666666666667,1.0383996212121211,1.0730688935281838
K-Means (Exclusive),0.0,0.8000000000000003,0.5243445692883895,0.56,0.5415860735009671,0.526,0.49709864603481624,0.514,0.5054080629301868,0.497,0.9480381320806853,0.9178571428571428,0.9331998876246664,0.9448669201520912
DBSCAN (Density),0.0,0.8000000000000003,0.5882352941176471,0.02,0.03868471953578337,0.503,0.4984924623115578,0.992,0.6635451505016723,0.497,0.8474371859296482,49.6,17.152642140468227,0.9880715705765407
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.5282555282555282,0.43,0.474090407938258,0.523,0.4527027027027027,0.402,0.4258474576271186,0.458,0.8569767441860465,0.9348837209302326,0.898241032715806,0.875717017208413
GMM (Probabilistic),0.0,0.8000000000000003,0.518783542039356,0.58,0.5476864966949953,0.521,0.48091603053435117,0.504,0.4921875,0.48,0.9270071071334562,0.8689655172413794,0.8986664870689656,0.9213051823416506
SOM,0.5,0.2,0.02459016393442623,0.012,0.016129032258064516,0.268,0.49888641425389757,0.448,0.4720758693361433,0.499,20.288047512991835,37.333333333333336,29.268703898840887,1.8619402985074627
K-Means (Exclusive),0.5,0.2,0.9673469387755103,0.948,0.9575757575757575,0.958,0.5231388329979879,0.52,0.5215646940822467,0.523,0.54079752778273,0.5485232067510549,0.5446719906555109,0.5459290187891441
DBSCAN (Density),0.5,0.2,0.5,0.002,0.00398406374501992,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,500.0,167.33333333333331,1.0
Agglomerative (Hierarchical),0.5,0.2,0.9748953974895398,0.932,0.9529652351738241,0.954,0.5322245322245323,0.512,0.5219164118246687,0.531,0.545929884985679,0.5493562231759657,0.5476762347258863,0.5566037735849058
GMM (Probabilistic),0.5,0.2,0.9655870445344129,0.954,0.959758551307847,0.96,0.5677799607072691,0.578,0.5728444003964321,0.569,0.5880153052188489,0.6058700209643606,0.5968630335367437,0.5927083333333333
SOM,0.5,0.30000000000000004,0.5484536082474227,0.532,0.5401015228426396,0.547,0.4638949671772429,0.424,0.4430512016718913,0.467,0.8458235303795593,0.7969924812030075,0.8203109655015282,0.8537477148080439
K-Means (Exclusive),0.5,0.30000000000000004,0.1654275092936803,0.178,0.17148362235067438,0.14,0.5124716553287982,0.452,0.48034006376195537,0.511,3.097862365920151,2.539325842696629,2.8010841920500544,3.65
DBSCAN (Density),0.5,0.30000000000000004,0.8,0.016,0.03137254901960784,0.506,0.5015075376884423,0.998,0.6675585284280936,0.503,0.6268844221105527,62.375,21.278428093645484,0.9940711462450593
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.9591836734693877,0.658,0.7805456702253856,0.815,0.46596858638743455,0.356,0.4036281179138322,0.474,0.48579703687200626,0.5410334346504558,0.5171101875400615,0.5815950920245399
GMM (Probabilistic),0.5,0.30000000000000004,0.18100358422939067,0.202,0.19092627599243855,0.144,0.4651741293532338,0.374,0.4146341463414634,0.472,2.569971922565391,1.8514851485148514,2.1716976575706353,3.2777777777777777
SOM,0.5,0.4000000000000001,0.213768115942029,0.118,0.15206185567010308,0.342,0.43596059113300495,0.354,0.39072847682119205,0.448,2.039408866995074,3.0,2.56953642384106,1.3099415204678362
K-Means (Exclusive),0.5,0.4000000000000001,0.8122529644268774,0.822,0.8170974155069582,0.816,0.5421686746987951,0.54,0.5410821643286573,0.542,0.6674874681206578,0.6569343065693432,0.6622003130348287,0.6642156862745099
DBSCAN (Density),0.5,0.4000000000000001,0.3333333333333333,0.01,0.019417475728155338,0.495,0.5,1.0,0.6666666666666666,0.5,1.5,100.0,34.333333333333336,1.0101010101010102
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.13577023498694518,0.104,0.11778029445073612,0.221,0.5517928286852589,0.554,0.5528942115768463,0.552,4.064166411277965,5.3269230769230775,4.694284507907263,2.497737556561086
GMM (Probabilistic),0.5,0.4000000000000001,0.8102766798418972,0.82,0.8151093439363817,0.814,0.5723014256619144,0.562,0.5671039354187689,0.571,0.7063037106949481,0.6853658536585366,0.6957397061357092,0.7014742014742015
SOM,0.5,0.5000000000000001,0.5783783783783784,0.642,0.6085308056872037,0.587,0.5054704595185996,0.462,0.4827586206896552,0.505,0.8739442524387002,0.719626168224299,0.7933182941239662,0.8603066439522998
K-Means (Exclusive),0.5,0.5000000000000001,0.7132352941176471,0.776,0.7432950191570882,0.732,0.4714828897338403,0.496,0.4834307992202729,0.47,0.6610481752969307,0.6391752577319587,0.6503888587448,0.6420765027322404
DBSCAN (Density),0.5,0.5000000000000001,0.42857142857142855,0.012,0.023346303501945526,0.498,0.5,1.0,0.6666666666666666,0.5,1.1666666666666667,83.33333333333333,28.555555555555554,1.0040160642570282
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.7430939226519337,0.538,0.6241299303944315,0.676,0.43256997455470736,0.34,0.3807390817469205,0.447,0.5821201888059631,0.6319702602230484,0.6100317629476681,0.6612426035502958
GMM (Probabilistic),0.5,0.5000000000000001,0.7050610820244329,0.808,0.7530288909599254,0.735,0.43911439114391143,0.476,0.45681381957773515,0.434,0.622803331993716,0.5891089108910891,0.6066351836719182,0.5904761904761905
SOM,0.5,0.6000000000000001,0.5351473922902494,0.472,0.5015940488841658,0.531,0.4278728606356968,0.35,0.385038503850385,0.441,0.7995420827980605,0.7415254237288136,0.7676297290746023,0.8305084745762712
K-Means (Exclusive),0.5,0.6000000000000001,0.724609375,0.742,0.733201581027668,0.73,0.5144404332129964,0.57,0.540796963946869,0.516,0.709955530471844,0.7681940700808625,0.7375829211782096,0.7068493150684931
DBSCAN (Density),0.5,0.6000000000000001,0.4166666666666667,0.01,0.01953125,0.498,0.5,1.0,0.6666666666666666,0.5,1.2,100.0,34.13333333333333,1.0040160642570282
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.7460815047021944,0.476,0.5811965811965812,0.657,0.46646341463414637,0.306,0.3695652173913043,0.478,0.6252177700348432,0.6428571428571429,0.6358695652173912,0.7275494672754946
GMM (Probabilistic),0.5,0.6000000000000001,0.7126436781609196,0.744,0.7279843444227005,0.722,0.5239669421487604,0.634,0.5737556561085972,0.529,0.7352439349506799,0.8521505376344086,0.788142850192186,0.7326869806094184
SOM,0.5,0.7000000000000002,0.4539877300613497,0.444,0.448938321536906,0.455,0.5271629778672032,0.524,0.5255767301905717,0.527,1.1611833161128937,1.1801801801801801,1.1707103291857555,1.1582417582417583
K-Means (Exclusive),0.5,0.7000000000000002,0.6903846153846154,0.718,0.703921568627451,0.698,0.527001862197393,0.566,0.5458052073288332,0.529,0.7633453157176723,0.7883008356545961,0.7753778711356683,0.7578796561604585
DBSCAN (Density),0.5,0.7000000000000002,0.6875,0.022,0.04263565891472868,0.506,0.500503524672709,0.994,0.6657736101808439,0.501,0.7280051267966676,45.18181818181819,15.61541740242343,0.9901185770750988
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.32608695652173914,0.36,0.34220532319391633,0.308,0.437219730941704,0.39,0.41226215644820297,0.444,1.3408071748878923,1.0833333333333335,1.2047216349541932,1.4415584415584417
GMM (Probabilistic),0.5,0.7000000000000002,0.6813996316758748,0.74,0.7094918504314478,0.697,0.5177304964539007,0.584,0.5488721804511278,0.52,0.7598044853364001,0.7891891891891891,0.7736130867709815,0.7460545193687231
SOM,0.5,0.8000000000000003,0.44282744282744285,0.426,0.43425076452599387,0.445,0.504524886877828,0.446,0.4734607218683652,0.504,1.1393261529964098,1.0469483568075117,1.090293352471517,1.1325842696629214
K-Means (Exclusive),0.5,0.8000000000000003,0.6698113207547169,0.71,0.6893203883495146,0.68,0.3333333333333333,0.348,0.3405088062622309,0.326,0.49765258215962443,0.49014084507042255,0.49397756401422227,0.4794117647058823
DBSCAN (Density),0.5,0.8000000000000003,0.5,0.02,0.038461538461538464,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,50.0,17.333333333333332,1.0
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.3403755868544601,0.29,0.31317494600431967,0.364,0.40641711229946526,0.304,0.34782608695652173,0.43,1.1940254471694633,1.0482758620689656,1.1106446776611694,1.1813186813186813
GMM (Probabilistic),0.5,0.8000000000000003,0.666058394160584,0.73,0.6965648854961832,0.682,0.3401869158878505,0.364,0.3516908212560386,0.329,0.5107463833055946,0.4986301369863014,0.5048931242141486,0.4824046920821114
SOM,1.0,0.2,0.6289308176100629,1.0,0.7722007722007722,0.705,0.47410358565737054,0.476,0.4750499001996008,0.474,0.7538247011952192,0.476,0.615189620758483,0.6723404255319149
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,0.6445916114790287,0.584,0.6128016789087093,0.631,0.6445916114790287,0.584,0.6128016789087093,0.631
DBSCAN (Density),1.0,0.2,1.0,1.0,1.0,1.0,0.5030487804878049,0.99,0.6671159029649596,0.506,0.5030487804878049,0.99,0.6671159029649596,0.506
Agglomerative (Hierarchical),1.0,0.2,1.0,1.0,1.0,1.0,0.9915074309978769,0.934,0.9618949536560247,0.963,0.9915074309978769,0.934,0.9618949536560247,0.963
GMM (Probabilistic),1.0,0.2,1.0,1.0,1.0,1.0,0.6166666666666667,0.518,0.5630434782608695,0.598,0.6166666666666667,0.518,0.5630434782608695,0.598
SOM,1.0,0.30000000000000004,0.604992657856094,0.824,0.6977138018628282,0.643,0.5220264317180616,0.474,0.4968553459119497,0.52,0.8628640776699028,0.5752427184466019,0.7121191304878793,0.8087091757387247
K-Means (Exclusive),1.0,0.30000000000000004,0.9881422924901185,1.0,0.9940357852882704,0.994,0.6207584830339321,0.622,0.6213786213786214,0.621,0.6282075848303393,0.622,0.6251068931068932,0.6247484909456741
DBSCAN (Density),1.0,0.30000000000000004,1.0,0.006,0.011928429423459244,0.503,0.5050505050505051,1.0,0.6711409395973155,0.51,0.5050505050505051,166.66666666666666,56.26398210290828,1.0139165009940359
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.9879759519038076,0.986,0.986986986986987,0.987,0.9878934624697336,0.816,0.8937568455640745,0.903,0.9999165066377222,0.8275862068965517,0.9055406579295239,0.9148936170212766
GMM (Probabilistic),1.0,0.30000000000000004,0.9861932938856016,1.0,0.9930486593843099,0.993,0.5773809523809523,0.582,0.5796812749003984,0.578,0.5854642857142857,0.582,0.5837390438247012,0.5820745216515609
SOM,1.0,0.4000000000000001,0.5733113673805601,0.696,0.6287262872628726,0.589,0.43204868154158216,0.426,0.42900302114803623,0.433,0.7536021542981045,0.6120689655172414,0.6823367017397646,0.735144312393888
K-Means (Exclusive),1.0,0.4000000000000001,0.9616161616161616,0.952,0.9567839195979899,0.957,0.9510204081632653,0.932,0.9414141414141414,0.942,0.9889813068084377,0.9789915966386555,0.983935998641881,0.9843260188087775
DBSCAN (Density),1.0,0.4000000000000001,1.0,0.004,0.00796812749003984,0.502,0.5055611729019212,1.0,0.6715916722632639,0.511,0.5055611729019212,250.0,84.28475486903962,1.0179282868525896
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.017094017094017096,0.016,0.01652892561983471,0.048,0.09787234042553192,0.092,0.09484536082474226,0.122,5.725531914893617,5.75,5.738144329896907,2.5416666666666665
GMM (Probabilistic),1.0,0.4000000000000001,0.9600798403193613,0.962,0.961038961038961,0.961,0.959758551307847,0.954,0.9568706118355065,0.957,0.9996653517780277,0.9916839916839917,0.9956626636666757,0.9958376690946931
SOM,1.0,0.5000000000000001,0.18604651162790697,0.112,0.13982521847690388,0.311,0.5337301587301587,0.538,0.5358565737051793,0.534,2.8687996031746033,4.803571428571429,3.8323313887307906,1.717041800643087
K-Means (Exclusive),1.0,0.5000000000000001,0.9087378640776699,0.936,0.9221674876847291,0.921,0.9151138716356108,0.884,0.8992878942014242,0.901,1.0070163331032898,0.9444444444444444,0.9751893297162879,0.9782844733984799
DBSCAN (Density),1.0,0.5000000000000001,0.75,0.006,0.011904761904761904,0.502,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,166.66666666666666,56.0,0.9960159362549801
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.03926096997690531,0.034,0.03644158628081458,0.101,0.875,0.77,0.8191489361702128,0.83,22.28676470588235,22.64705882352941,22.478410513141426,8.217821782178216
GMM (Probabilistic),1.0,0.5000000000000001,0.8934579439252337,0.956,0.923671497584541,0.921,0.9175050301810865,0.912,0.9147442326980942,0.915,1.0269146258302955,0.9539748953974896,0.9903350218018071,0.993485342019544
SOM,1.0,0.6000000000000001,0.4,0.344,0.36989247311827955,0.414,0.42548596112311016,0.394,0.4091381100726895,0.431,1.0637149028077753,1.1453488372093024,1.1061001231616316,1.041062801932367
K-Means (Exclusive),1.0,0.6000000000000001,0.8760162601626016,0.862,0.8689516129032258,0.87,0.8603696098562629,0.838,0.8490374873353597,0.851,0.9821388585830194,0.9721577726218097,0.9770825840332678,0.9781609195402299
DBSCAN (Density),1.0,0.6000000000000001,0.0,0.0,0.0,0.498,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,1.0040160642570282
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.057971014492753624,0.04,0.047337278106508875,0.195,0.17547568710359407,0.166,0.17060637204522097,0.193,3.0269556025369977,4.15,3.6040596094552932,0.9897435897435898
GMM (Probabilistic),1.0,0.6000000000000001,0.8811475409836066,0.86,0.8704453441295547,0.872,0.8875,0.852,0.8693877551020408,0.872,1.0072093023255813,0.9906976744186047,0.9987850023730422,1.0
SOM,1.0,0.7000000000000002,0.48009367681498827,0.41,0.44228694714131606,0.483,0.494949494949495,0.49,0.49246231155778897,0.495,1.0309435821630946,1.1951219512195121,1.1134452751562693,1.0248447204968945
K-Means (Exclusive),1.0,0.7000000000000002,0.828125,0.848,0.8379446640316206,0.836,0.7945736434108527,0.82,0.8070866141732284,0.804,0.9594851543074447,0.9669811320754716,0.9631741197444659,0.9617224880382776
DBSCAN (Density),1.0,0.7000000000000002,0.8888888888888888,0.016,0.03143418467583497,0.507,0.5,1.0,0.6666666666666666,0.5,0.5625,62.5,21.208333333333332,0.9861932938856016
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.12085308056872038,0.102,0.11062906724511931,0.18,0.9061032863849765,0.386,0.541374474053296,0.673,7.497560526558041,3.7843137254901964,4.893600638011165,3.7388888888888894
GMM (Probabilistic),1.0,0.7000000000000002,0.8169811320754717,0.866,0.8407766990291262,0.836,0.7985074626865671,0.856,0.8262548262548263,0.82,0.9773878873530729,0.9884526558891454,0.9827280266079342,0.9808612440191388
SOM,1.0,0.8000000000000003,0.4900497512437811,0.394,0.43680709534368073,0.492,0.4703296703296703,0.428,0.4481675392670157,0.473,0.9597590227031851,1.0862944162436547,1.0260079198447922,0.9613821138211381
K-Means (Exclusive),1.0,0.8000000000000003,0.8251028806584362,0.802,0.8133874239350912,0.816,0.7935871743486974,0.792,0.7927927927927928,0.793,0.9618039070660024,0.9875311720698254,0.9746804160769249,0.9718137254901962
DBSCAN (Density),1.0,0.8000000000000003,0.4166666666666667,0.01,0.01953125,0.498,0.4994974874371859,0.994,0.6648829431438127,0.499,1.1987939698492462,99.39999999999999,34.04200668896321,1.002008032128514
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.2381818181818182,0.262,0.24952380952380954,0.212,0.15141955835962145,0.096,0.1175030599755202,0.279,0.6357309702121511,0.366412213740458,0.470909209825558,1.3160377358490567
GMM (Probabilistic),1.0,0.8000000000000003,0.826722338204593,0.792,0.8089887640449438,0.813,0.7920792079207921,0.8,0.7960199004975125,0.795,0.9580958095809581,1.0101010101010102,0.9839690436705363,0.9778597785977861
SOM,1.5,0.2,0.6784260515603799,1.0,0.8084074373484236,0.763,0.4022038567493113,0.292,0.3383545770567787,0.429,0.5928484848484848,0.292,0.41854461181923525,0.562254259501966
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.5056053811659192,0.902,0.6479885057471264,0.51,0.5056053811659192,0.902,0.6479885057471264,0.51
Agglomerative (Hierarchical),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.23949579831932774,0.114,0.15447154471544716,0.376,0.6570605187319885,0.912,0.7638190954773869,0.718,2.743515850144092,8.0,4.9447236180904515,1.9095744680851063
K-Means (Exclusive),1.5,0.30000000000000004,1.0,0.998,0.998998998998999,0.999,0.998,0.998,0.998,0.998,0.998,1.0,0.999,0.998998998998999
DBSCAN (Density),1.5,0.30000000000000004,0.0,0.0,0.0,0.5,0.4979035639412998,0.95,0.6533700137551581,0.496,0.0,0.0,0.0,0.992
Agglomerative (Hierarchical),1.5,0.30000000000000004,1.0,0.998,0.998998998998999,0.999,0.998003992015968,1.0,0.999000999000999,0.999,0.998003992015968,1.002004008016032,1.00000200200601,1.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,0.998,0.998998998998999,0.999,1.0,0.998,0.998998998998999,0.999,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.020202020202020204,0.012,0.015056461731493099,0.215,0.5970425138632163,0.646,0.6205571565802114,0.605,29.553604436229204,53.833333333333336,41.21533781620237,2.813953488372093
K-Means (Exclusive),1.5,0.4000000000000001,0.9979919678714859,0.994,0.9959919839679359,0.996,0.9939879759519038,0.992,0.992992992992993,0.993,0.9959879517586481,0.9979879275653923,0.9969889406509125,0.9969879518072289
DBSCAN (Density),1.5,0.4000000000000001,0.0,0.0,0.0,0.499,0.49898785425101216,0.986,0.6626344086021505,0.498,0.0,0.0,0.0,0.9979959919839679
Agglomerative (Hierarchical),1.5,0.4000000000000001,0.997979797979798,0.988,0.992964824120603,0.993,0.008113590263691683,0.008,0.008056394763343404,0.015,0.008130014535480533,0.008097165991902834,0.008113474483326605,0.015105740181268881
GMM (Probabilistic),1.5,0.4000000000000001,0.9959919839679359,0.994,0.994994994994995,0.995,0.9959919839679359,0.994,0.994994994994995,0.995,1.0,1.0,1.0,1.0
SOM,1.5,0.5000000000000001,0.3523809523809524,0.222,0.2723926380368098,0.407,0.18404907975460122,0.12,0.14527845036319612,0.294,0.5223014425468413,0.5405405405405405,0.5333420587657876,0.7223587223587223
K-Means (Exclusive),1.5,0.5000000000000001,0.9899799599198397,0.988,0.988988988988989,0.989,0.9839679358717435,0.982,0.982982982982983,0.983,0.9939271255060729,0.9939271255060729,0.9939271255060729,0.993933265925177
DBSCAN (Density),1.5,0.5000000000000001,0.5,0.002,0.00398406374501992,0.5,0.5051020408163265,0.99,0.668918918918919,0.51,1.010204081632653,495.0,167.89864864864867,1.02
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.0,0.0,0.0,0.021,0.9721115537848606,0.976,0.9740518962075848,0.974,0.0,0.0,0.0,46.38095238095238
GMM (Probabilistic),1.5,0.5000000000000001,0.9899799599198397,0.988,0.988988988988989,0.989,0.9899799599198397,0.988,0.988988988988989,0.989,1.0,1.0,1.0,1.0
SOM,1.5,0.6000000000000001,0.5802919708029197,0.636,0.6068702290076335,0.588,0.1919191919191919,0.114,0.14303638644918445,0.317,0.3307286703513118,0.17924528301886794,0.23569517767098322,0.5391156462585034
K-Means (Exclusive),1.5,0.6000000000000001,0.9738430583501007,0.968,0.970912738214644,0.971,0.9640718562874252,0.966,0.965034965034965,0.965,0.9899663482951453,0.9979338842975206,0.9939461365081199,0.9938208032955715
DBSCAN (Density),1.5,0.6000000000000001,0.2857142857142857,0.004,0.007889546351084813,0.497,0.5025125628140703,1.0,0.6688963210702341,0.505,1.758793969849246,250.0,84.78260869565217,1.0160965794768613
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9867549668874173,0.894,0.938090241343127,0.941,0.08531746031746032,0.086,0.08565737051792828,0.082,0.08646266112709065,0.09619686800894854,0.09131037371765732,0.0871413390010627
GMM (Probabilistic),1.5,0.6000000000000001,0.9756592292089249,0.962,0.9687814702920443,0.969,0.9737373737373738,0.964,0.9688442211055276,0.969,0.9980301980301981,1.002079002079002,1.0000647729290946,1.0
SOM,1.5,0.7000000000000002,0.16498316498316498,0.098,0.12296110414052698,0.301,0.6062176165803109,0.702,0.6506024096385542,0.623,3.674421063762293,7.163265306122448,5.2911236783870175,2.0697674418604652
K-Means (Exclusive),1.5,0.7000000000000002,0.9128712871287129,0.922,0.9174129353233831,0.917,0.9076305220883534,0.904,0.905811623246493,0.906,0.9942590317887602,0.9804772234273319,0.9873543181808302,0.9880043620501636
DBSCAN (Density),1.5,0.7000000000000002,0.0,0.0,0.0,0.498,0.5025125628140703,1.0,0.6688963210702341,0.505,0.0,0.0,0.0,1.0140562248995983
