method,cluster_distance,cluster_std,simple_precision,simple_recall,simple_f1,simple_accuracy,extended_precision,extended_recall,extended_f1,extended_accuracy,precision_ratio,recall_ratio,f1_ratio,accuracy_ratio
K-Means (Exclusive),0.0,0.4000000000000001,0.502127659574468,0.472,0.4865979381443299,0.502,0.5445344129554656,0.538,0.5412474849094567,0.544,1.0844541274960544,1.1398305084745763,1.112309449919858,1.0836653386454185
DBSCAN (Density),0.0,0.4000000000000001,0.5,0.016,0.031007751937984496,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,62.5,21.5,1.0
Agglomerative (Hierarchical),0.0,0.4000000000000001,0.5263157894736842,0.48,0.502092050209205,0.524,0.4778761061946903,0.432,0.453781512605042,0.48,0.9079646017699116,0.9,0.903781512605042,0.916030534351145
GMM (Probabilistic),0.0,0.4000000000000001,0.5099337748344371,0.462,0.48478488982161594,0.509,0.5279383429672447,0.548,0.5377821393523062,0.529,1.0353076595851163,1.1861471861471862,1.109321166239714,1.0392927308447937
SOM,0.0,0.5000000000000001,0.5135658914728682,0.53,0.5216535433070866,0.514,0.4979508196721312,0.486,0.49190283400809715,0.498,0.9695948035879988,0.9169811320754716,0.9429684516079749,0.9688715953307393
K-Means (Exclusive),0.0,0.5000000000000001,0.4893203883495146,0.504,0.496551724137931,0.489,0.5040322580645161,0.5,0.5020080321285141,0.504,1.0300659242191499,0.9920634920634921,1.0109883980365908,1.030674846625767
DBSCAN (Density),0.0,0.5000000000000001,0.631578947368421,0.024,0.046242774566473986,0.505,0.4984924623115578,0.992,0.6635451505016723,0.497,0.7892797319932999,41.333333333333336,14.349163879598663,0.9841584158415841
Agglomerative (Hierarchical),0.0,0.5000000000000001,0.5112936344969199,0.498,0.5045592705167173,0.511,0.4988814317673378,0.446,0.470960929250264,0.499,0.9757239247819016,0.8955823293172691,0.9334105164056437,0.9765166340508806
GMM (Probabilistic),0.0,0.5000000000000001,0.4880294659300184,0.53,0.5081495685522531,0.487,0.49230769230769234,0.512,0.5019607843137255,0.492,1.008766328011611,0.9660377358490566,0.9878209396966333,1.0102669404517455
SOM,0.0,0.6000000000000001,0.49730700179533216,0.554,0.5241248817407758,0.497,0.5086206896551724,0.472,0.4896265560165975,0.508,1.02274990663513,0.8519855595667869,0.9341791872013422,1.0221327967806841
K-Means (Exclusive),0.0,0.6000000000000001,0.5045207956600362,0.558,0.5299145299145299,0.505,0.4834307992202729,0.496,0.48963474827245806,0.483,0.9581979640459172,0.8888888888888888,0.9239881539980257,0.9564356435643564
DBSCAN (Density),0.0,0.6000000000000001,0.18181818181818182,0.004,0.007827788649706457,0.493,0.498989898989899,0.988,0.6630872483221476,0.498,2.7444444444444445,247.0,84.70939597315436,1.0101419878296145
Agglomerative (Hierarchical),0.0,0.6000000000000001,0.4789915966386555,0.342,0.3990665110851809,0.485,0.501002004008016,0.5,0.5005005005005005,0.501,1.0459515522272613,1.461988304093567,1.2541781547629502,1.0329896907216496
GMM (Probabilistic),0.0,0.6000000000000001,0.5058430717863105,0.606,0.551410373066424,0.507,0.475,0.494,0.4843137254901961,0.474,0.939026402640264,0.8151815181518152,0.8783181259302401,0.9349112426035502
SOM,0.0,0.7000000000000002,0.515970515970516,0.42,0.46306504961411243,0.513,0.49794238683127573,0.484,0.4908722109533469,0.498,0.9650597687634724,1.1523809523809523,1.0600502269873469,0.9707602339181286
K-Means (Exclusive),0.0,0.7000000000000002,0.48559670781893005,0.472,0.4787018255578093,0.486,0.5169491525423728,0.488,0.5020576131687243,0.516,1.0645647802355644,1.033898305084746,1.0487898444583945,1.0617283950617284
DBSCAN (Density),0.0,0.7000000000000002,0.4,0.012,0.02330097087378641,0.497,0.5,1.0,0.6666666666666666,0.5,1.25,83.33333333333333,28.611111111111107,1.0060362173038229
Agglomerative (Hierarchical),0.0,0.7000000000000002,0.5038560411311054,0.392,0.4409448818897638,0.503,0.4815668202764977,0.418,0.4475374732334047,0.484,0.9557627198344777,1.066326530612245,1.0149510553686143,0.9622266401590457
GMM (Probabilistic),0.0,0.7000000000000002,0.49256900212314225,0.464,0.47785787847579814,0.493,0.5125284738041003,0.45,0.4792332268370607,0.511,1.0405211688005656,0.9698275862068966,1.0028781535749698,1.0365111561866127
SOM,0.0,0.8000000000000003,0.5010060362173038,0.498,0.49949849548645936,0.501,0.494140625,0.506,0.5,0.494,0.9862967494979921,1.0160642570281124,1.001004016064257,0.9860279441117764
K-Means (Exclusive),0.0,0.8000000000000003,0.515370705244123,0.57,0.5413105413105413,0.517,0.5111111111111111,0.552,0.5307692307692308,0.512,0.9917348927875242,0.9684210526315791,0.9805263157894736,0.9903288201160542
DBSCAN (Density),0.0,0.8000000000000003,0.5263157894736842,0.02,0.038535645472061654,0.501,0.5005025125628141,0.996,0.6662207357859532,0.501,0.9509547738693468,49.8,17.288428093645486,1.0
Agglomerative (Hierarchical),0.0,0.8000000000000003,0.48448687350835323,0.406,0.44178454842219805,0.487,0.4923747276688453,0.452,0.47132429614181437,0.493,1.016280841838651,1.1133004926108374,1.0668646013653384,1.0123203285420945
GMM (Probabilistic),0.0,0.8000000000000003,0.5109612141652614,0.606,0.5544373284537969,0.513,0.5045207956600362,0.558,0.5299145299145299,0.505,0.9873954845755822,0.9207920792079209,0.9557699359679558,0.9844054580896686
SOM,0.5,0.2,0.4022727272727273,0.354,0.37659574468085105,0.414,0.4717741935483871,0.468,0.46987951807228917,0.472,1.1727720065609624,1.322033898305085,1.2477026751072087,1.1400966183574879
K-Means (Exclusive),0.5,0.2,0.9896694214876033,0.958,0.9735772357723578,0.974,0.5114345114345115,0.492,0.5015290519877675,0.511,0.5167730762720325,0.5135699373695198,0.5151404876367048,0.5246406570841889
DBSCAN (Density),0.5,0.2,0.5,0.004,0.007936507936507936,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,1.0050251256281406,250.0,84.28093645484951,1.01
Agglomerative (Hierarchical),0.5,0.2,0.9835728952772074,0.958,0.9706180344478217,0.971,0.546875,0.56,0.5533596837944664,0.548,0.556008611691023,0.5845511482254698,0.5701106554333386,0.5643666323377962
GMM (Probabilistic),0.5,0.2,0.9916839916839917,0.954,0.9724770642201835,0.973,0.5216494845360825,0.506,0.5137055837563452,0.521,0.5260239036936178,0.5303983228511531,0.5282444210324682,0.5354573484069888
SOM,0.5,0.30000000000000004,0.6377204884667571,0.94,0.7599029911075182,0.703,0.4794816414686825,0.444,0.46105919003115264,0.481,0.7518680207711043,0.4723404255319149,0.6067342745409955,0.6842105263157895
K-Means (Exclusive),0.5,0.30000000000000004,0.8862275449101796,0.888,0.8871128871128872,0.887,0.52,0.52,0.52,0.52,0.5867567567567568,0.5855855855855856,0.5861711711711711,0.5862457722660654
DBSCAN (Density),0.5,0.30000000000000004,0.6,0.006,0.011881188118811881,0.501,0.5,1.0,0.6666666666666666,0.5,0.8333333333333334,166.66666666666666,56.11111111111111,0.998003992015968
Agglomerative (Hierarchical),0.5,0.30000000000000004,0.04597701149425287,0.032,0.03773584905660377,0.184,0.43359375,0.444,0.43873517786561267,0.432,9.4306640625,13.875,11.626482213438736,2.347826086956522
GMM (Probabilistic),0.5,0.30000000000000004,0.8814229249011858,0.892,0.8866799204771372,0.886,0.5343811394891945,0.544,0.5391476709613479,0.535,0.6062709788823597,0.6098654708520179,0.6080521939317444,0.6038374717832957
SOM,0.5,0.4000000000000001,0.514018691588785,0.44,0.47413793103448276,0.512,0.5010309278350515,0.486,0.4934010152284264,0.501,0.9747328959700094,1.1045454545454545,1.0406275957544993,0.978515625
K-Means (Exclusive),0.5,0.4000000000000001,0.8458149779735683,0.768,0.8050314465408805,0.814,0.48807339449541287,0.532,0.509090909090909,0.487,0.5770451070336392,0.6927083333333334,0.6323863636363636,0.5982800982800983
DBSCAN (Density),0.5,0.4000000000000001,0.4166666666666667,0.01,0.01953125,0.498,0.4994974874371859,0.994,0.6648829431438127,0.499,1.1987939698492462,99.39999999999999,34.04200668896321,1.002008032128514
Agglomerative (Hierarchical),0.5,0.4000000000000001,0.2777777777777778,0.31,0.29300567107750475,0.252,0.5233050847457628,0.494,0.5082304526748971,0.522,1.8838983050847458,1.5935483870967742,1.7345413513872292,2.0714285714285716
GMM (Probabilistic),0.5,0.4000000000000001,0.8765432098765432,0.71,0.7845303867403315,0.805,0.48376068376068376,0.566,0.5216589861751152,0.481,0.551895991332611,0.7971830985915492,0.6649315246316609,0.5975155279503105
SOM,0.5,0.5000000000000001,0.36885245901639346,0.27,0.3117782909930716,0.404,0.4523809523809524,0.418,0.43451143451143454,0.456,1.2264550264550265,1.548148148148148,1.3936551936551937,1.1287128712871286
K-Means (Exclusive),0.5,0.5000000000000001,0.746641074856046,0.778,0.761998041136141,0.757,0.4830188679245283,0.512,0.4970873786407767,0.482,0.6469224426444197,0.6580976863753213,0.6523473182419447,0.6367239101717305
DBSCAN (Density),0.5,0.5000000000000001,0.5,0.012,0.0234375,0.5,0.4994974874371859,0.994,0.6648829431438127,0.499,0.9989949748743718,82.83333333333333,28.36833890746934,0.998
Agglomerative (Hierarchical),0.5,0.5000000000000001,0.13962264150943396,0.074,0.09673202614379085,0.309,0.4803001876172608,0.512,0.49564375605033884,0.479,3.4399878302317326,6.918918918918919,5.123884775385259,1.5501618122977345
GMM (Probabilistic),0.5,0.5000000000000001,0.7258064516129032,0.81,0.7655954631379962,0.752,0.4741532976827095,0.532,0.5014137606032045,0.471,0.6532778768072885,0.6567901234567901,0.6549330354545561,0.6263297872340425
SOM,0.5,0.6000000000000001,0.5553719008264463,0.672,0.6081447963800904,0.567,0.5106796116504855,0.526,0.5182266009852217,0.511,0.9195272769301897,0.7827380952380952,0.8521434435843304,0.9012345679012347
K-Means (Exclusive),0.5,0.6000000000000001,0.7265774378585086,0.76,0.7429130009775171,0.737,0.5298651252408478,0.55,0.5397448478900884,0.531,0.72926173816043,0.7236842105263158,0.726524972883632,0.7204884667571235
DBSCAN (Density),0.5,0.6000000000000001,0.3333333333333333,0.006,0.011787819253438114,0.497,0.5,1.0,0.6666666666666666,0.5,1.5,166.66666666666666,56.55555555555555,1.0060362173038229
Agglomerative (Hierarchical),0.5,0.6000000000000001,0.1625615763546798,0.066,0.09388335704125178,0.363,0.5099601593625498,0.512,0.5109780439121756,0.51,3.1370276469878062,7.757575757575758,5.442690376822113,1.4049586776859504
GMM (Probabilistic),0.5,0.6000000000000001,0.7037037037037037,0.76,0.7307692307692307,0.72,0.4906716417910448,0.526,0.5077220077220077,0.49,0.6972702278083268,0.6921052631578948,0.6947774842511685,0.6805555555555556
SOM,0.5,0.7000000000000002,0.44372294372294374,0.41,0.4261954261954262,0.448,0.5031315240083507,0.482,0.4923391215526047,0.503,1.1338866541066244,1.175609756097561,1.1551956949600137,1.1227678571428572
K-Means (Exclusive),0.5,0.7000000000000002,0.7108167770419426,0.644,0.6757607555089192,0.691,0.6463157894736842,0.614,0.6297435897435898,0.639,0.9092579274272639,0.953416149068323,0.9319031692944737,0.9247467438494936
DBSCAN (Density),0.5,0.7000000000000002,0.35714285714285715,0.01,0.019455252918287938,0.496,0.5,1.0,0.6666666666666666,0.5,1.4,100.0,34.266666666666666,1.0080645161290323
Agglomerative (Hierarchical),0.5,0.7000000000000002,0.737012987012987,0.454,0.5618811881188119,0.646,0.7338129496402878,0.408,0.5244215938303342,0.63,0.9956580990714037,0.8986784140969162,0.933331823380859,0.9752321981424148
GMM (Probabilistic),0.5,0.7000000000000002,0.7365853658536585,0.604,0.6637362637362637,0.694,0.6417910447761194,0.602,0.6212590299277606,0.633,0.871305723040427,0.9966887417218543,0.9360028431030831,0.9121037463976946
SOM,0.5,0.8000000000000003,0.47174447174447176,0.384,0.42337375964718854,0.477,0.5289421157684631,0.53,0.5294705294705294,0.529,1.1212470891550232,1.3802083333333335,1.2505983599733599,1.109014675052411
K-Means (Exclusive),0.5,0.8000000000000003,0.35583941605839414,0.39,0.37213740458015265,0.342,0.3915441176470588,0.426,0.40804597701149425,0.382,1.1003393665158372,1.0923076923076922,1.0964927792514,1.1169590643274854
DBSCAN (Density),0.5,0.8000000000000003,0.5555555555555556,0.01,0.019646365422396856,0.501,0.5015075376884423,0.998,0.6675585284280936,0.503,0.902713567839196,99.8,33.978729096989966,1.003992015968064
Agglomerative (Hierarchical),0.5,0.8000000000000003,0.6771844660194175,0.558,0.6118421052631579,0.646,0.41739130434782606,0.384,0.4,0.424,0.6163627863487611,0.6881720430107526,0.6537634408602151,0.6563467492260061
GMM (Probabilistic),0.5,0.8000000000000003,0.3694915254237288,0.436,0.4,0.346,0.3865979381443299,0.45,0.41589648798521256,0.368,1.0462971720419938,1.0321100917431192,1.0397412199630314,1.0635838150289019
SOM,1.0,0.2,0.051829268292682924,0.034,0.04106280193236715,0.206,0.5494505494505495,0.5,0.5235602094240838,0.545,10.601163542340014,14.705882352941176,12.750230982445334,2.6456310679611654
K-Means (Exclusive),1.0,0.2,1.0,1.0,1.0,1.0,0.4946236559139785,0.46,0.47668393782383417,0.495,0.4946236559139785,0.46,0.47668393782383417,0.495
DBSCAN (Density),1.0,0.2,0.0,0.0,0.0,0.5,0.5060728744939271,1.0,0.6720430107526881,0.512,0.0,0.0,0.0,1.024
Agglomerative (Hierarchical),1.0,0.2,1.0,0.996,0.9979959919839679,0.998,0.9940239043824701,0.998,0.9960079840319361,0.996,0.9940239043824701,1.002008032128514,0.9980080000641288,0.9979959919839679
GMM (Probabilistic),1.0,0.2,1.0,0.998,0.998998998998999,0.999,0.4515366430260047,0.382,0.41386782231852653,0.459,0.4515366430260047,0.38276553106212424,0.41428251953527856,0.4594594594594595
SOM,1.0,0.30000000000000004,0.663563829787234,0.998,0.7971246006389776,0.746,0.6039279869067103,0.738,0.6642664266426642,0.627,0.9101279482041006,0.7394789579158316,0.8333282226018193,0.8404825737265416
K-Means (Exclusive),1.0,0.30000000000000004,0.9920318725099602,0.996,0.9940119760479041,0.994,0.5212355212355212,0.54,0.5304518664047151,0.522,0.525422151928176,0.5421686746987953,0.5336473595758279,0.5251509054325956
DBSCAN (Density),1.0,0.30000000000000004,0.0,0.0,0.0,0.5,0.5025125628140703,1.0,0.6688963210702341,0.505,0.0,0.0,0.0,1.01
Agglomerative (Hierarchical),1.0,0.30000000000000004,0.00202020202020202,0.002,0.0020100502512562816,0.007,0.9847161572052402,0.902,0.941544885177453,0.944,487.4344978165939,451.0,468.4185803757828,134.85714285714286
GMM (Probabilistic),1.0,0.30000000000000004,0.9920318725099602,0.996,0.9940119760479041,0.994,0.5495327102803739,0.588,0.5681159420289855,0.553,0.5539466276320234,0.5903614457831325,0.5715383272219312,0.5563380281690141
SOM,1.0,0.4000000000000001,0.6811377245508982,0.91,0.7791095890410958,0.742,0.47780126849894294,0.452,0.4645426515930113,0.479,0.7014752689171294,0.4967032967032967,0.5962481506160848,0.6455525606469003
K-Means (Exclusive),1.0,0.4000000000000001,0.9529411764705882,0.972,0.9623762376237623,0.962,0.6096153846153847,0.634,0.6215686274509804,0.614,0.6397198480531815,0.6522633744855967,0.6458686355200517,0.6382536382536382
DBSCAN (Density),1.0,0.4000000000000001,0.75,0.006,0.011904761904761904,0.502,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,166.66666666666666,56.0,0.9960159362549801
Agglomerative (Hierarchical),1.0,0.4000000000000001,0.026804123711340205,0.026,0.026395939086294416,0.041,0.9023746701846965,0.684,0.7781569965870307,0.805,33.66551654150599,26.30769230769231,29.480178524547128,19.634146341463413
GMM (Probabilistic),1.0,0.4000000000000001,0.9510763209393346,0.972,0.9614243323442137,0.961,0.6,0.63,0.6146341463414634,0.605,0.6308641975308642,0.6481481481481481,0.6392953929539296,0.6295525494276795
SOM,1.0,0.5000000000000001,0.4582441113490364,0.428,0.44260599793174765,0.461,0.41830065359477125,0.384,0.40041710114702816,0.425,0.9128336692932625,0.897196261682243,0.9046806934793837,0.9219088937093275
K-Means (Exclusive),1.0,0.5000000000000001,0.9244532803180915,0.93,0.9272183449651047,0.927,0.8901960784313725,0.908,0.899009900990099,0.898,0.9629432848408179,0.9763440860215054,0.9695773448312573,0.9687162891046386
DBSCAN (Density),1.0,0.5000000000000001,0.3333333333333333,0.006,0.011787819253438114,0.497,0.5,1.0,0.6666666666666666,0.5,1.5,166.66666666666666,56.55555555555555,1.0060362173038229
Agglomerative (Hierarchical),1.0,0.5000000000000001,0.9427312775330396,0.856,0.8972746331236897,0.902,0.8301886792452831,0.792,0.8106448311156602,0.815,0.8806207018162582,0.9252336448598132,0.9034523000985278,0.9035476718403547
GMM (Probabilistic),1.0,0.5000000000000001,0.9264413518886679,0.932,0.9292123629112662,0.929,0.9052224371373307,0.936,0.9203539823008849,0.919,0.9770963216310674,1.0042918454935623,0.9904667856735918,0.9892357373519913
SOM,1.0,0.6000000000000001,0.43149284253578735,0.422,0.42669362992922144,0.433,0.315035799522673,0.264,0.28726877040261156,0.345,0.7301066633487541,0.6255924170616114,0.6732436349009072,0.7967667436489607
K-Means (Exclusive),1.0,0.6000000000000001,0.8983050847457628,0.848,0.8724279835390947,0.876,0.8667992047713717,0.872,0.8693918245264207,0.869,0.9649274166322817,1.028301886792453,0.9965198743392464,0.9920091324200914
DBSCAN (Density),1.0,0.6000000000000001,0.42857142857142855,0.006,0.011834319526627219,0.499,0.4984924623115578,0.992,0.6635451505016723,0.497,1.1631490787269683,165.33333333333334,56.06956521739131,0.9959919839679359
Agglomerative (Hierarchical),1.0,0.6000000000000001,0.9099307159353349,0.788,0.8445873526259379,0.855,0.14221218961625282,0.126,0.13361611876988336,0.183,0.15628903072039965,0.1598984771573604,0.15820284113236188,0.21403508771929824
GMM (Probabilistic),1.0,0.6000000000000001,0.9034334763948498,0.842,0.8716356107660456,0.876,0.8825910931174089,0.872,0.8772635814889336,0.878,0.976929808533759,1.0356294536817103,1.0064567930146198,1.0022831050228311
SOM,1.0,0.7000000000000002,0.47074468085106386,0.354,0.4041095890410959,0.478,0.5201535508637236,0.542,0.5308521057786484,0.521,1.104958955507119,1.5310734463276838,1.3136340244691977,1.089958158995816
K-Means (Exclusive),1.0,0.7000000000000002,0.8044280442804428,0.872,0.836852207293666,0.83,0.7938342967244701,0.824,0.8086359175662414,0.805,0.9868307083134469,0.944954128440367,0.9662828281009445,0.9698795180722892
DBSCAN (Density),1.0,0.7000000000000002,0.2,0.002,0.0039603960396039604,0.497,0.49798792756539234,0.99,0.6626506024096386,0.496,2.4899396378269616,495.0,167.31927710843374,0.9979879275653923
Agglomerative (Hierarchical),1.0,0.7000000000000002,0.837471783295711,0.742,0.7868504772004242,0.799,0.8137931034482758,0.708,0.7572192513368984,0.773,0.9717259968398549,0.954177897574124,0.962341986537325,0.967459324155194
GMM (Probabilistic),1.0,0.7000000000000002,0.7894736842105263,0.9,0.8411214953271028,0.83,0.7931034482758621,0.874,0.8315889628924833,0.823,1.0045977011494254,0.971111111111111,0.9886668781055079,0.9915662650602409
SOM,1.0,0.8000000000000003,0.5824742268041238,0.678,0.6266173752310537,0.596,0.50682261208577,0.52,0.5133267522211253,0.507,0.8701202366782245,0.7669616519174041,0.8192028700638018,0.8506711409395974
K-Means (Exclusive),1.0,0.8000000000000003,0.8129770992366412,0.852,0.83203125,0.828,0.811623246492986,0.81,0.8108108108108109,0.811,0.9983346975641425,0.9507042253521127,0.9744956223829464,0.9794685990338166
DBSCAN (Density),1.0,0.8000000000000003,0.4,0.004,0.007920792079207921,0.499,0.5,1.0,0.6666666666666666,0.5,1.25,250.0,84.16666666666666,1.002004008016032
Agglomerative (Hierarchical),1.0,0.8000000000000003,0.8984126984126984,0.566,0.694478527607362,0.751,0.16576086956521738,0.122,0.14055299539170507,0.254,0.1845041481026271,0.21554770318021202,0.20238638029017603,0.3382157123834887
GMM (Probabilistic),1.0,0.8000000000000003,0.8026565464895635,0.846,0.8237585199610516,0.819,0.8131212723658051,0.818,0.8155533399800599,0.815,1.013037613562126,0.966903073286052,0.9900393382500253,0.9951159951159951
SOM,1.5,0.2,0.0,0.0,0.0,0.247,0.4,0.34,0.3675675675675676,0.415,0.0,0.0,0.0,1.680161943319838
K-Means (Exclusive),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.2,1.0,1.0,1.0,1.0,0.48951048951048953,0.84,0.6185567010309279,0.482,0.48951048951048953,0.84,0.6185567010309279,0.482
Agglomerative (Hierarchical),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GMM (Probabilistic),1.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.30000000000000004,0.6720867208672087,0.992,0.8012924071082391,0.754,0.4295942720763723,0.36,0.39173014145810664,0.441,0.6391947032104088,0.3629032258064516,0.48887289831162906,0.5848806366047745
K-Means (Exclusive),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DBSCAN (Density),1.5,0.30000000000000004,0.0,0.0,0.0,0.5,0.5025380710659898,0.99,0.6666666666666666,0.505,0.0,0.0,0.0,1.01
Agglomerative (Hierarchical),1.5,0.30000000000000004,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMM (Probabilistic),1.5,0.30000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,1.5,0.4000000000000001,0.007142857142857143,0.004,0.005128205128205128,0.224,0.40954773869346733,0.326,0.36302895322939865,0.428,57.33668341708543,81.5,70.79064587973274,1.9107142857142856
K-Means (Exclusive),1.5,0.4000000000000001,1.0,0.994,0.9969909729187563,0.997,0.996,0.996,0.996,0.996,0.996,1.0020120724346075,0.9990060362173038,0.9989969909729187
DBSCAN (Density),1.5,0.4000000000000001,0.0,0.0,0.0,0.5,0.503560528992879,0.99,0.667565745111261,0.507,0.0,0.0,0.0,1.014
Agglomerative (Hierarchical),1.5,0.4000000000000001,1.0,0.992,0.9959839357429718,0.996,0.01002004008016032,0.01,0.01001001001001001,0.011,0.01002004008016032,0.010080645161290322,0.01005037295359876,0.011044176706827308
GMM (Probabilistic),1.5,0.4000000000000001,1.0,0.994,0.9969909729187563,0.997,1.0,0.994,0.9969909729187563,0.997,1.0,1.0,1.0,1.0
SOM,1.5,0.5000000000000001,0.6916548797736917,0.978,0.8102734051367025,0.771,0.5233853006681515,0.47,0.4952581664910432,0.521,0.7567145349128489,0.4805725971370143,0.6112235244935472,0.6757457846952011
K-Means (Exclusive),1.5,0.5000000000000001,0.9821428571428571,0.99,0.9860557768924303,0.986,0.9702970297029703,0.98,0.9751243781094527,0.975,0.987938793879388,0.98989898989899,0.9889140157796874,0.9888438133874239
DBSCAN (Density),1.5,0.5000000000000001,0.25,0.002,0.003968253968253968,0.498,0.49748743718592964,0.99,0.6622073578595318,0.495,1.9899497487437185,495.0,166.87625418060202,0.9939759036144579
Agglomerative (Hierarchical),1.5,0.5000000000000001,0.004081632653061225,0.004,0.00404040404040404,0.014,0.9363817097415507,0.942,0.9391824526420738,0.939,229.4135188866799,235.49999999999997,232.44765702891326,67.07142857142857
GMM (Probabilistic),1.5,0.5000000000000001,0.9801980198019802,0.99,0.9850746268656716,0.985,0.9802371541501976,0.992,0.9860834990059643,0.986,1.0000399249411107,1.002020202020202,1.0010241580818122,1.001015228426396
SOM,1.5,0.6000000000000001,0.30704225352112674,0.218,0.2549707602339181,0.363,0.4433198380566802,0.438,0.44064386317907445,0.444,1.4438398395423988,2.0091743119266057,1.7282133165968288,1.2231404958677687
K-Means (Exclusive),1.5,0.6000000000000001,0.9610655737704918,0.938,0.9493927125506073,0.95,0.9526748971193416,0.926,0.9391480730223124,0.94,0.9912694025463511,0.9872068230277187,0.9892092709446105,0.9894736842105263
DBSCAN (Density),1.5,0.6000000000000001,0.75,0.006,0.011904761904761904,0.502,0.5035246727089627,1.0,0.6697923643670463,0.507,0.671366230278617,166.66666666666666,56.26255860683189,1.0099601593625498
Agglomerative (Hierarchical),1.5,0.6000000000000001,0.9778761061946902,0.884,0.9285714285714286,0.932,0.9151873767258383,0.928,0.9215491559086395,0.921,0.9358929734843414,1.0497737556561086,0.9924375525169964,0.9881974248927039
GMM (Probabilistic),1.5,0.6000000000000001,0.9609856262833676,0.936,0.9483282674772037,0.949,0.9648033126293996,0.932,0.948118006103764,0.949,1.0039726778857212,0.9957264957264957,0.9997782820773664,1.0
SOM,1.5,0.7000000000000002,0.03349282296650718,0.014,0.019746121297602257,0.305,0.505175983436853,0.488,0.49643947100712105,0.505,15.083111505471754,34.857142857142854,25.141113210289202,1.6557377049180328
K-Means (Exclusive),1.5,0.7000000000000002,0.9350393700787402,0.95,0.9424603174603174,0.942,0.9166666666666666,0.946,0.9311023622047244,0.93,0.9803508771929824,0.9957894736842106,0.9879486116866971,0.9872611464968154
DBSCAN (Density),1.5,0.7000000000000002,0.5,0.004,0.007936507936507936,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,250.0,84.0,1.0
Agglomerative (Hierarchical),1.5,0.7000000000000002,0.04935622317596566,0.046,0.047619047619047616,0.08,0.9042769857433809,0.888,0.8960645812310797,0.897,18.321438058974586,19.304347826086957,18.817356205852676,11.2125
