keep,drop,similarity
3,49,0.8149572252241871
5,134,0.8147805381803894
3,538,0.810592077222994
3,512,0.8086964021450491
3,150,0.8082276655060661
129,613,0.8057780446875269
5,124,0.8038069323890356
3,88,0.8032955514611968
3,610,0.8030654163393471
3,66,0.8017825961513585
129,474,0.7999375229478991
5,96,0.7987476323039617
3,21,0.7984223390494658
1,358,0.7983825145475381
27,310,0.7979947901356171
3,129,0.7950909024434427
5,43,0.794559135391881
2,302,0.7944955623609149
3,46,0.7940220585955262
2,254,0.793108484161564
5,398,0.7896915244552922
3,566,0.7871124216187146
5,121,0.786275658571066
1,280,0.7853396579810736
5,102,0.7825903183843084
3,540,0.781063853514835
5,528,0.7780222162794603
1,408,0.7768130922965546
125,164,0.7746983361796294
3,620,0.7734527145245713
5,522,0.7732483633118212
5,18,0.77263757096284
3,448,0.7726120644603708
3,565,0.7713216054699885
5,95,0.7684699379598586
27,585,0.7677080606327379
3,51,0.7660295880474474
27,606,0.7656729356923133
5,177,0.7651580904040497
5,125,0.764644313231782
52,191,0.7638709022424901
5,137,0.7627693397252191
2,145,0.7627361062851193
1,482,0.7624607497939244
5,39,0.760784257580577
3,523,0.7606440911663801
5,131,0.7597382396699832
5,589,0.7553595496969328
1,562,0.7540677028755061
2,253,0.7536182698054912
5,616,0.7525828512532758
52,211,0.7466382427253143
1,27,0.7463919708876308
5,594,0.7461293155493474
5,40,0.7444865148822308
5,488,0.7441925428305822
5,353,0.7440882424376039
5,105,0.7428379037224259
2,89,0.7427329789981916
5,19,0.7426161371094806
52,166,0.7423328630479084
2,477,0.7415509592796558
5,113,0.7403700998976162
5,160,0.7392024097307245
5,68,0.7388104420367061
5,206,0.7373419780916699
1,149,0.7370604150803055
5,44,0.7359001823157042
5,69,0.7357877733777118
5,593,0.7336950103416733
5,379,0.7334685175897565
5,201,0.7334248000989039
544,574,0.7325672565185861
5,544,0.7303677243876028
5,355,0.7298510758123349
80,605,0.7292142884511101
5,77,0.7283482543155951
52,553,0.7236570560725416
5,13,0.7234367625146054
5,209,0.72304491783836
2,502,0.7230272168799305
5,14,0.7204430986823434
5,143,0.719737295920136
5,513,0.7192897086141827
2,152,0.7185649211678807
5,47,0.717134982345607
5,15,0.7148803935146479
5,546,0.7144084332514877
5,356,0.713503248333507
5,24,0.7133404991772404
5,354,0.7124025140793349
5,489,0.7109735944360025
5,330,0.7084475761856743
5,591,0.7070618525025325
5,514,0.706879274292082
5,67,0.7057723964380077
5,614,0.7055061003518897
5,17,0.704965088615683
5,112,0.7047211817136358
5,138,0.7016647791715019
1,78,0.7004782956528415
5,586,0.6982787211317418
5,64,0.6980013831229633
5,28,0.6957013791765123
5,179,0.6933913504356533
52,174,0.6921348348647702
52,175,0.6897103282699295
2,527,0.6874969873965049
1,500,0.6824074555943807
5,22,0.6789085533708616
5,590,0.6733354234872264
5,449,0.6707653160022645
4,5,0.6697841829921971
1,53,0.6687163954269478
1,55,0.6679735435429137
1,52,0.6675840808546272
1,80,0.6658126460604268
1,3,0.6443907440542425
1,577,0.6440716574913268
1,549,0.6419700201945508
1,602,0.6389963274393182
1,257,0.6389373717757645
1,582,0.6385914179450661
1,621,0.6377921490972125
1,434,0.6329537908480865
1,100,0.6319242930545916
1,460,0.6311554856879382
1,532,0.6281629252855869
1,103,0.624381199850113
1,578,0.6236027744198511
1,603,0.6229987800993202
1,584,0.6206380962764411
1,570,0.6200414702455037
1,543,0.6166725816732335
1,207,0.6134535120573985
1,509,0.613040917886915
1,524,0.613034880029027
1,508,0.6121246126900599
1,510,0.6110491541754802
1,558,0.6096318788871693
1,583,0.6093576171058241
1,458,0.6079271674170346
1,425,0.606126348150852
1,126,0.6051563683248267
1,484,0.6044474254135996
1,533,0.6036474918779411
1,559,0.6010024695113394
1,459,0.6005251393037851
1,534,0.5976635486368327
4,497,0.5412274724150875
